"Time"	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W

0	0.1487118	0.6365132	0.9615453	0.0519828	0.1462543	0.8882139	0.9698216	0.0565091	0.2887791	0.1448240
50	0.1260551	0.5395758	0.7243736	0.0581780	0.1441220	0.7198933	0.9587129	0.0417864	0.2381861	0.2897426
100	0.1612418	0.3687535	0.6399644	0.0734105	0.1692274	0.6239390	0.9979176	0.0372757	0.2784761	0.4475444
150	0.2738037	0.3879023	0.6661818	0.0483804	0.2259508	0.5571831	0.9877082	0.0505729	0.3148446	0.5556367
200	0.3450490	0.3458501	0.6090613	0.0863936	0.2695742	0.5249106	1.0033916	0.0344908	0.3219144	0.5959915
250	0.3886107	0.3209354	0.6283315	0.0565228	0.2822435	0.4838608	0.9635001	0.0551191	0.3271723	0.5857570
300	0.4914422	0.3196377	0.5936177	0.0643632	0.4247596	0.4032478	0.9365605	0.0550711	0.3889961	0.6374125
350	0.5388372	0.2850577	0.6123405	0.0734533	0.4611548	0.4400630	0.9176107	0.0606195	0.3500228	0.6243500
400	0.6398040	0.2331096	0.6126012	0.0943694	0.4490177	0.4216923	0.9559963	0.0440991	0.3693823	0.6037028
450	0.6260631	0.3150875	0.5801521	0.1200976	0.5481692	0.4330719	0.9787292	0.0659106	0.3865839	0.6058533
500	0.6593803	0.2756922	0.6598305	0.1899981	0.6295161	0.4263568	0.9589251	0.0380358	0.3357509	0.6674407
550	0.6611178	0.4850463	0.8812231	0.2677321	0.6860977	0.4635586	0.9524322	0.0359625	0.4578223	0.4675280
600	0.4930101	0.5795277	0.9451190	0.3010279	0.6129599	0.4777471	0.9101778	0.0369952	0.3723515	0.3490838
650	0.2641580	0.5695784	0.9974172	0.2684543	0.5560962	0.5335933	0.8072996	0.0365293	0.3263551	0.2317586
700	0.1838963	0.6592460	0.9501245	0.2477949	0.3468410	0.6403159	0.8800705	0.0458119	0.3169905	0.2108330
750	0.1189460	0.6102395	0.9971650	0.1475794	0.2996283	0.6593115	0.8334533	0.0491454	0.3149360	0.1595178
800	0.1245298	0.6463520	0.9584265	0.1093891	0.2211295	0.8221726	0.8011895	0.0335867	0.3175438	0.1416077
850	0.1370693	0.6289636	0.9666298	0.0773834	0.1541924	0.8103299	0.7268138	0.0360803	0.3167685	0.1269246
900	0.1703238	0.4925151	1.0417831	0.0499359	0.1035682	0.8985447	0.8191714	0.0531018	0.3016467	0.1631051
950	0.2196866	0.5806806	1.0422745	0.0545018	0.0754665	0.8377595	0.8429504	0.0363626	0.2620035	0.1791930
1000	0.1954934	0.7271909	1.0036424	0.0495615	0.0994143	0.8338476	0.9544335	0.0402984	0.2430886	0.1493319

0	0.1487118	0.6365132	0.9615453	0.0519828	0.1462543	0.8882139	0.9698216	0.0565091	0.2887791	0.1448240
50	0.0974315	0.6093800	0.8859532	0.0453170	0.1078151	0.8758375	0.9335542	0.0298650	0.2598170	0.1356560
100	0.1268352	0.6043531	0.9243384	0.0397110	0.1129715	0.8338445	0.9383598	0.0434826	0.2402350	0.1549910
150	0.1181046	0.6612944	0.8254899	0.0468769	0.1676816	0.7642626	0.9768774	0.0427420	0.2083414	0.1181563
200	0.1249564	0.5617161	0.8576768	0.0530719	0.1251594	0.8514107	0.9431713	0.0404482	0.2242628	0.1195381
250	0.1627184	0.5937637	0.8507715	0.0519027	0.1183863	0.8349869	0.9674599	0.0296020	0.2624818	0.1547583
300	0.1051772	0.5460559	0.7556156	0.0660840	0.1109551	0.8554116	0.9023021	0.0452835	0.2995560	0.1413742
350	0.1154155	0.5380242	0.8396103	0.0506505	0.1409381	0.8116256	0.9202488	0.0715974	0.2830160	0.1469666
400	0.1869575	0.5066961	0.8601189	0.0746290	0.1770484	0.8320819	0.8776956	0.0316360	0.3341734	0.1585205
450	0.2287696	0.4820995	0.8654860	0.0656775	0.1155360	0.8627279	0.8581555	0.0301718	0.3886651	0.1992708
500	0.2865146	0.5277513	0.8185800	0.0612344	0.1377120	0.8855966	0.9590484	0.0371262	0.3712412	0.1934261
550	0.3415877	0.5200367	1.0190970	0.0490862	0.1024913	0.8510280	0.9690580	0.0360206	0.3967520	0.2059224
600	0.2223496	0.6050567	0.9878558	0.0467444	0.1450386	0.7893985	0.9020187	0.0561616	0.3261192	0.2395022
650	0.1476386	0.6866598	0.9946044	0.0465935	0.1409448	0.7706174	0.8754096	0.0518627	0.2976199	0.1971497
700	0.1364304	0.7106208	1.0465984	0.0611317	0.1335694	0.7082925	0.8482034	0.0399383	0.2731414	0.1834899
750	0.1032963	0.6560729	1.0448728	0.0486678	0.1846381	0.7313834	0.9675204	0.0572925	0.2809609	0.1233490
800	0.0805927	0.7156496	1.0154888	0.0760431	0.1666555	0.8008430	0.8512346	0.0458478	0.2777931	0.1594983
850	0.0845719	0.6930067	0.9956670	0.0545471	0.1741201	0.8447089	0.8124123	0.0359626	0.2853825	0.1480328
900	0.0999137	0.6723687	1.0516371	0.0407585	0.1521377	0.8463880	0.8515120	0.0542719	0.2084206	0.1465604
950	0.0862289	0.5838536	0.9198490	0.0574400	0.1478925	0.8916721	0.8582262	0.0639177	0.2693457	0.1015548
1000	0.1200729	0.6527513	1.0089318	0.0683998	0.1017862	0.8687288	0.9399883	0.0516637	0.2870376	0.1213071

0	0.1487118	0.6365132	0.9615453	0.0519828	0.1462543	0.8882139	0.9698216	0.0565091	0.2887791	0.1448240
50	0.1144426	0.9706611	0.9893402	0.0552111	0.1175515	0.8559435	0.8358191	0.0062249	0.2972700	0.1481407
100	0.0626995	1.0935638	0.9937539	0.0628144	0.1042846	0.7414530	0.7229544	0.0055144	0.2147635	0.1446702
150	0.0416411	1.0430985	1.1295536	0.0796587	0.1442298	0.8709678	0.7263347	0.0037922	0.1627034	0.1164230
200	0.0459426	0.9380923	1.0416698	0.0631065	0.0946114	0.8346730	0.8324063	0.0030661	0.1588225	0.1033758
250	0.0355676	0.9517451	0.9888970	0.0461277	0.0510729	0.8861421	0.9065352	0.0187891	0.1199435	0.0986504
300	0.0449362	1.0113497	1.0838500	0.0724360	0.1349395	0.8520594	1.0180541	0.0341325	0.1277146	0.0983919
350	0.0385768	0.9105764	1.0263363	0.0473518	0.1290713	0.9398516	0.9274290	0.0126304	0.1082010	0.1044405
400	0.0423666	0.9525367	0.9865341	0.0371595	0.0934958	0.9389971	0.9073335	0.0154737	0.1325914	0.1260871
450	0.0473859	0.9956052	1.0026169	0.0380399	0.0897308	0.9128152	0.8825139	0.0140392	0.1657511	0.1098476
500	0.0388328	0.9765149	0.9970476	0.0592931	0.1040534	0.8655371	0.9082855	0.0174502	0.1747500	0.1320303
550	0.0552033	0.6690649	0.9729206	0.0432428	0.1036899	0.9296373	0.8890298	0.0390850	0.1743006	0.1347649
600	0.0662052	0.5823009	0.9291470	0.0346723	0.0860249	0.8889293	1.0225949	0.0385346	0.1941900	0.1051400
650	0.0897245	0.5985320	0.9776717	0.0414818	0.0717169	0.9385191	0.9277609	0.0480167	0.2437334	0.1054311
700	0.1566217	0.5826178	0.9987330	0.0433184	0.0625488	0.9590272	0.9874406	0.0775301	0.2462648	0.1324615
750	0.1956613	0.5820684	1.0367961	0.0548413	0.1073036	0.9506255	0.9280432	0.0904245	0.2571281	0.1700917
800	0.1368794	0.6630857	1.0441918	0.0532029	0.0933274	0.8415004	0.8914396	0.0547095	0.2390778	0.1543922
850	0.1396860	0.6101053	1.0225487	0.0596622	0.1157444	0.8439319	0.9295866	0.0500457	0.2368910	0.1199469
900	0.0930791	0.6659512	1.0393233	0.0664069	0.0698224	0.8800610	0.9044039	0.0492972	0.2279933	0.1418666
950	0.1171279	0.6885179	1.0120224	0.0612546	0.0985456	0.8711000	0.9355938	0.0486340	0.2724253	0.1500578
1000	0.1127188	0.6345048	0.9851790	0.0649429	0.1139460	0.9520785	0.8924514	0.0460832	0.2434695	0.1207911

0	0.1487118	0.6365132	0.9615453	0.0519828	0.1462543	0.8882139	0.9698216	0.0565091	0.2887791	0.1448240
50	0.0683046	0.6139074	1.0040842	0.5886410	0.1067029	0.8449900	0.8539366	0.0442207	0.2202465	0.3556852
