YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C
0.7853087	0.3777519	1.0865764	0.5319150	0.1303670	0.2646905	0.5913895	0.9845318	0.1059988	0.0794728
0.6077654	0.5013190	0.8066319	0.5282764	0.1921846	0.2692999	0.8213776	0.9047595	0.0730713	0.0831671
0.8037955	0.3957954	0.9584019	0.6303505	0.3932325	0.3584769	0.5004986	0.8752471	0.3579746	0.0102067
0.6144120	0.4327633	0.9731969	0.6476939	0.2787746	0.3290150	0.7499198	1.0129814	0.2325632	0.0018101
0.7562712	0.4187388	1.0382871	0.3519525	0.0740956	0.3019506	0.6572488	0.8441280	0.4555516	0.0805570
0.4801480	0.4997473	0.9277495	0.5932988	0.1421360	0.3206980	0.7201434	1.0818984	0.0011354	0.0394872
0.6486422	0.3904107	1.1079165	0.3770865	0.1468035	0.4531957	0.5625803	0.6967126	0.1738010	0.0813219
0.6879358	0.4185912	0.9989400	0.1406925	0.5985880	0.3636493	0.5730809	0.9025240	0.0006337	0.0960829
0.8030171	0.2144291	0.8968874	0.5518629	0.3973703	0.3931249	0.7667248	1.0377440	0.0004791	0.0777688
0.7115788	0.3669664	0.6517013	0.4710370	0.0510498	0.4392672	0.7946666	0.8901667	0.1584112	0.1050355
