YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W
0.2240334	0.3858710	0.8193037	0.6994354	0.9999672	0.1498409	0.9726111	0.9967351	1.0000000	0.0897617
0.6354255	0.1929443	0.8193037	0.6994354	0.9999672	0.1498409	0.9726111	0.9967351	1.0000000	0.0897617
0.2084730	0.8882352	0.4096519	0.6994354	0.9999672	0.1498409	0.9726111	0.9967351	1.0000000	0.0897617
0.2081818	0.8138241	0.4809158	0.3497177	0.9999672	0.1498409	0.9726111	0.9967351	1.0000000	0.0897617
0.2392022	0.6390790	0.6141830	0.4432574	0.4999635	0.1733881	0.9726111	0.9967351	1.0000000	0.2003994
0.4479491	0.3858667	0.8193086	0.6994457	0.9999992	0.0749403	0.9726111	0.9967351	1.0000000	0.0897588
0.2642151	0.3865357	0.8184828	0.6976261	0.9941232	0.3868124	0.4863185	0.9967351	1.0000000	0.0902812
0.4195742	0.3858781	0.8192953	0.6994170	0.9999075	0.1814737	0.8948811	0.4983697	1.0000000	0.0897670
0.4466016	0.3858710	0.8193036	0.6994351	0.9999658	0.1512985	0.9682953	0.9238596	0.5001202	0.0897618
0.4479458	0.3858710	0.8193037	0.6994354	0.9999672	0.1498409	0.9726111	0.9967351	1.0000000	0.0448979
