"Time"	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W

0	0.2045717	0.4211486	0.3379458	0.0323690	0.0488366	0.2467407	0.7608996	0.6939755	0.0003203	0.7679390
50	0.1889723	0.3643009	0.3145511	0.0369628	0.0386698	0.0530387	0.7445504	0.4892029	0.0009450	0.7072281
100	0.1533291	0.3990609	0.4023581	0.0269086	0.0868339	0.0223105	0.6627447	0.5001121	0.0004976	0.6327880
150	0.1666254	0.4306844	0.3341920	0.0348014	0.1343569	0.0512508	0.7491339	0.4481204	0.0005787	0.6853625
200	0.1337494	0.4142933	0.3301613	0.0381715	0.1709329	0.0084821	0.6862508	0.4782978	0.0010351	0.7153771
250	0.1326867	0.5203242	0.1736235	0.0122209	0.1304687	0.0430823	0.6673393	0.4269781	0.0019970	0.5914316
300	0.1692112	0.3220291	0.1676343	0.0216361	0.1471069	0.0068090	0.6571054	0.4861185	0.0005915	0.7719789
350	0.1596071	0.4130890	0.1760429	0.0442832	0.1736941	0.0055133	0.6911656	0.3663163	0.0002736	0.8433785
400	0.1084756	0.2804105	0.1280256	0.0584190	0.0983106	0.0013480	0.6733942	0.4066354	0.0002590	0.7308572
450	0.1133714	0.4108163	0.1987925	0.0183985	0.1284186	0.0047828	0.6486925	0.4331777	0.0002393	0.7689937
500	0.1339163	0.3981005	0.2138236	0.0486727	0.1266619	0.0181877	0.7700350	0.4127634	0.0011713	0.7142383
550	0.1604977	0.3045152	0.2397719	0.0274224	0.1447179	0.2057642	0.7889676	0.6018809	0.0008328	0.6947945
600	0.1586113	0.4369052	0.2040622	0.0192146	0.0900627	0.2135386	0.8139791	0.7598819	0.0016928	0.7929183
650	0.1470862	0.3758683	0.2735752	0.0201734	0.0421129	0.2139185	0.7483692	0.7447386	0.0003446	0.6490899
700	0.1195237	0.3882531	0.3504652	0.0268543	0.0605712	0.2295690	0.7120259	0.8635837	0.0008440	0.7792253
750	0.1266447	0.3873746	0.3850159	0.0251836	0.0536036	0.2654698	0.7220290	0.9029850	0.0006101	0.7177627
800	0.1765839	0.4081777	0.2860977	0.0128436	0.0733825	0.2332483	0.8521915	0.7654487	0.0020638	0.7383686
850	0.1566590	0.4235088	0.3196684	0.0217028	0.0542595	0.1971821	0.7320074	0.8200277	0.0000000	0.6776822
900	0.1645647	0.4027523	0.3477768	0.0363889	0.0719492	0.2035589	0.6852983	0.8073003	0.0014563	0.6589433
950	0.1423495	0.4413791	0.3417585	0.0377768	0.0570599	0.2315632	0.7940918	0.8833919	0.0005941	0.5991361
1000	0.1675250	0.5036356	0.4096722	0.0799539	0.0913810	0.2178121	0.7887749	0.7540427	0.0055082	0.6296436

0	0.1581645	0.4741584	0.3784642	0.0443168	0.0417861	0.2114361	0.5474997	0.6572914	0.0012235	0.9713820
50	0.1651698	0.4885727	0.4050189	0.2070511	0.0386374	0.2870866	0.7795076	0.8836396	0.0008583	0.7235353
100	0.1736208	0.4500884	0.5639510	0.3573704	0.0566551	0.2195885	0.6012069	0.8791079	0.0015501	0.6370073
150	0.1442512	0.4608246	0.5503166	0.6427761	0.1049338	0.3436254	0.7043559	0.7683048	0.0072534	0.7833319
200	0.1301784	0.3926194	0.6216646	0.5191938	0.2283614	0.3345964	0.7146072	0.6909641	0.0080459	0.7504854
