"Time"	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C

0	0.3148430	0.6773822	0.0417643	0.2033360	0.2370108	0.2915564	0.4007748	0.5686619	0.7105058	0.6773849
50	0.3846770	0.5961201	0.0604936	0.1779216	0.1203496	0.3152510	0.5397105	0.7010076	0.7174502	0.7615757
100	0.2690830	0.5498658	0.0472289	0.1245599	0.1473999	0.4685431	0.5575129	0.5952156	0.7002366	0.7343982
150	0.3000093	0.4998108	0.0564721	0.1392846	0.1382883	0.5676535	0.7525387	0.6112898	0.4798672	0.8559715
200	0.3503175	0.5507485	0.0739457	0.1765082	0.2068837	0.6808191	0.7625892	0.6248467	0.5325770	0.7794241
250	0.3095230	0.4902791	0.0457732	0.3176353	0.2566500	0.7316025	0.7190462	0.5953571	0.3922994	0.5955536
300	0.3299436	0.5599177	0.1032326	0.4558215	0.3326464	0.7880243	0.6227350	0.5548778	0.3767572	0.6763160
350	0.2982316	0.4206608	0.3028556	0.5265071	0.3057705	0.7200910	0.7435289	0.4880005	0.3918209	0.6762021
400	0.3573240	0.4731849	0.3735338	0.6107066	0.3982386	0.6537597	0.7458128	0.5219366	0.3570221	0.6802239
450	0.4549692	0.5661827	0.5748973	0.6794465	0.2693605	0.6626679	0.8820532	0.5250301	0.4592786	0.6207692
500	0.3396776	0.5047479	0.5838196	0.5495207	0.3045382	0.6330375	0.7537991	0.5139552	0.5588573	0.6289934
550	0.4398922	0.5478673	0.5095870	0.5971621	0.3299795	0.5266671	0.4558745	0.7412467	0.4588333	0.6689708
600	0.3134918	0.4798844	0.5617302	0.6582859	0.3074552	0.4088718	0.4843992	0.6621922	0.5996772	0.8106636
650	0.4575380	0.4194417	0.6392285	0.5436867	0.2027991	0.2096038	0.5862123	0.6157418	0.6873824	0.7591397
700	0.3583060	0.4125540	0.6328895	0.4987091	0.2123369	0.2193680	0.4070052	0.6484419	0.7126135	0.7394749
750	0.5020025	0.3686656	0.3947416	0.3638180	0.1572745	0.3852929	0.4403296	0.7579432	0.6164526	0.7274835
800	0.4578260	0.4835135	0.3417053	0.2754283	0.2027722	0.3786752	0.6136508	0.6575124	0.7669037	0.6760618
850	0.4192360	0.5790014	0.2236591	0.1603491	0.1191131	0.3108788	0.5092002	0.6920935	0.7534727	0.7447844
900	0.2630605	0.5038578	0.1118967	0.1711869	0.1171327	0.2815293	0.5118632	0.7005058	0.6806127	0.8073026
950	0.4452860	0.5722680	0.1121309	0.1363779	0.1508620	0.1805509	0.5054357	0.6200646	0.6899500	0.7002217
1000	0.3445396	0.4562790	0.1074098	0.1528487	0.1529680	0.2340861	0.4139449	0.6177117	0.7001967	0.6677904

0	0.3910669	0.4772598	0.0573490	0.1298807	0.2185642	0.2080588	0.4949101	0.6471557	0.5264509	0.6624535
50	0.3971535	0.5815475	0.0663104	0.2127144	0.1268116	0.1644786	0.6862190	0.6665732	0.5159915	0.7727030
100	0.3778979	0.5537215	0.0245081	0.1529871	0.1206870	0.1184220	0.5281653	0.6600982	0.5417239	0.7665840
150	0.3498269	0.5094277	0.0445130	0.1496364	0.1404526	0.1996078	0.5560060	0.7628842	0.6031012	0.7798411
200	0.3901049	0.4249865	0.0614692	0.2182571	0.2027458	0.1915879	0.6045075	0.7132097	0.5501416	0.8335130
250	0.3574091	0.5531686	0.0363047	0.2559324	0.1809213	0.2243649	0.6992858	0.5469274	0.5751811	0.8750264
300	0.2648985	0.5852608	0.0810574	0.3258471	0.2074192	0.2210660	0.6980104	0.6089720	0.5527531	0.7432165
350	0.3122226	0.6165484	0.1101521	0.3004392	0.2506611	0.1595509	0.5872273	0.6973519	0.4344745	0.8784733
400	0.2756983	0.5248764	0.0797171	0.4090621	0.3187675	0.1317396	0.7058546	0.8567910	0.3882482	0.7161511
450	0.2648429	0.4997580	0.1377084	0.3823417	0.4361170	0.1180663	0.6650270	0.6775216	0.4366166	0.8011914
500	0.3540654	0.6104860	0.2837059	0.5380591	0.4866545	0.1473170	0.6933660	0.6452732	0.3740507	0.8341648
550	0.4555978	0.4811584	0.2924375	0.6071690	0.5120572	0.1669251	0.5197657	0.8146350	0.5096998	0.7224340
600	0.3436066	0.5057968	0.4734398	0.5457711	0.3917571	0.2958511	0.5305996	0.5680512	0.4884302	0.9871871
650	0.3220999	0.6243334	0.7153074	0.5361196	0.4114199	0.3278266	0.4806968	0.6803618	0.6243372	0.7625109
700	0.3517018	0.4191727	0.7025902	0.6058773	0.2598866	0.1631276	0.5766068	0.5319281	0.4979499	0.6866774
750	0.4799216	0.5003509	0.6927950	0.4049274	0.2642822	0.1807197	0.4825644	0.7080918	0.6584655	0.6230613
800	0.4428091	0.5149549	0.5178684	0.4568538	0.1883803	0.2120452	0.4177007	0.6016783	0.6778750	0.7016698
850	0.3044994	0.4976337	0.4770589	0.3993219	0.1995050	0.3120320	0.5775981	0.6515731	0.7816216	0.7309947
900	0.3096401	0.4545825	0.2224966	0.2891669	0.1408086	0.2587010	0.5451758	0.6483689	0.7612209	0.7433869
950	0.3093269	0.5811310	0.1929125	0.2173220	0.1326760	0.1629036	0.4898264	0.6600100	0.7200415	0.7282780
1000	0.3933433	0.5158750	0.1114254	0.2783520	0.1062239	0.2363298	0.4466546	0.7055918	0.5907688	0.7858577

0	0.3064720	0.5220653	0.1221254	0.2682557	0.1464831	0.1955573	0.3724520	0.6821316	0.6032145	0.6819006
50	0.3258978	0.4582908	0.1194270	0.2305676	0.1556370	0.4669842	0.5058163	0.7469323	0.6582598	0.8036792
100	0.4281651	0.2840923	0.1156956	0.2995656	0.1147688	0.5414698	0.4831180	0.7011094	0.6887052	0.7031588
150	0.6620339	0.3697396	0.1561714	0.3852869	0.1990786	0.5839852	0.5042735	0.7758992	0.5505832	0.6023852
200	0.5094512	0.4036719	0.2859269	0.4608868	0.1842686	0.6197327	0.5278215	0.7031400	0.5212382	0.6988676
250	0.4224250	0.3867024	0.3109994	0.4745937	0.1980045	0.6605483	0.5879012	0.6457310	0.5349642	0.7521176
300	0.4440290	0.4153931	0.4843903	0.5857785	0.2130506	0.7346560	0.4879313	0.5385108	0.4152646	0.8190292
350	0.4370618	0.3562378	0.3522361	0.5587990	0.2600207	0.7080122	0.4464720	0.7127475	0.5132873	0.6438330
