"Time"	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W

0	0.9049011	0.4381691	0.6576691	0.1369377	0.2796603	0.8401441	0.2310446	0.3978681	0.1827960	0.9836554
50	0.9119497	0.6161728	0.6987029	0.3622808	0.2664201	1.0135514	0.2247541	0.4247973	0.1743603	1.1105540
100	0.9759756	0.6063834	0.5914974	0.7111076	0.2953643	0.9163454	0.1763623	0.5186858	0.1763489	1.1121774
150	1.0296080	0.5726342	0.6681769	0.8669119	0.2682433	0.8269431	0.1370213	0.6585441	0.2006519	1.0233495
200	0.9707813	0.5266125	0.6726407	0.9006583	0.3205887	0.8500406	0.1253218	0.7709038	0.1973490	1.0353856
250	0.9740227	0.4271650	0.8088214	0.9377240	0.3070371	0.7929444	0.1124478	0.7710256	0.1778913	0.9803370
300	0.9782943	0.3490611	0.6466507	0.9743964	0.2119823	0.6886304	0.0733078	0.7388280	0.2071753	0.9878613
350	0.8985602	0.2009300	0.5738760	1.0395240	0.3030085	0.5469898	0.0693448	0.8667128	0.1822626	0.9001238
400	0.6935170	0.1123329	0.7173419	1.0431169	0.4023806	0.5062865	0.0532999	0.9347215	0.2481389	0.8616878
450	0.4113615	0.0837135	0.7953835	1.0899895	0.3599348	0.4779855	0.0582564	0.8717928	0.1839921	0.9117115
500	0.2519073	0.0668647	0.8131244	1.0323022	0.3046643	0.4869141	0.0490551	0.8732815	0.1789598	0.9824892
550	0.1346416	0.0560778	0.8935850	0.6619331	0.3212223	0.3967817	0.0348228	0.8347856	0.1935865	1.0660454
600	0.0934538	0.0377685	0.7720479	0.3881880	0.3330814	0.3569260	0.0601347	0.7540322	0.1888162	1.0498638
650	0.0917756	0.0423847	0.7335011	0.3049087	0.3836816	0.3098219	0.0545948	0.5865357	0.1982586	1.0247004
700	0.0988084	0.0486018	0.9001148	0.3066557	0.4803250	0.3148222	0.0709173	0.4753496	0.2086478	1.0024960
750	0.0706153	0.0502300	0.9194347	0.3241987	0.4364871	0.3734940	0.0986925	0.4613400	0.1878795	1.0318644
800	0.0725984	0.0444459	0.9665751	0.2906824	0.4130710	0.4316482	0.1520645	0.5017321	0.2015601	1.0317715
850	0.0881078	0.0688436	0.8173048	0.2373774	0.3142049	0.4915878	0.1295507	0.4713383	0.2134368	0.9289013
900	0.1009060	0.0731400	0.8403252	0.1841863	0.2737132	0.5667671	0.1439030	0.4119699	0.2396647	0.9692243
950	0.1042785	0.1282755	0.6131262	0.1059758	0.2408440	0.6529938	0.1712840	0.3804366	0.2028141	0.9096991
1000	0.1222308	0.2182098	0.6225723	0.1360957	0.3339513	0.6959286	0.2472139	0.3354754	0.1985950	1.0028775

0	0.9049011	0.4381691	0.6576691	0.1369377	0.2796603	0.8401441	0.2310446	0.3978681	0.1827960	0.9836554
50	0.8365989	0.4527373	0.6154010	0.1653401	0.3151950	0.8228677	0.2640182	0.3604525	0.1798384	0.9877830
100	0.9077315	0.4683686	0.7671927	0.2085746	0.3498887	0.8838053	0.2129100	0.4113154	0.0965899	1.0633291
150	0.9024809	0.5406186	0.7556673	0.2100399	0.2927986	0.9137508	0.1888222	0.3857676	0.0538721	1.1426184
200	0.9555773	0.4881632	0.7789804	0.1667046	0.2646866	0.8116995	0.2338646	0.3524214	0.0200892	1.0936483
250	0.9411074	0.3913219	0.6238476	0.1526855	0.2258813	0.8151542	0.2987534	0.3352814	0.0051554	0.9584081
300	1.0297844	0.3779958	0.6124613	0.1404738	0.3396005	0.8272830	0.2991295	0.3489188	0.0015011	0.9314298
350	1.0178845	0.4406586	0.7864235	0.1602942	0.3077755	0.8663909	0.3236067	0.4119085	0.0006167	0.9491449
400	0.9833426	0.4758267	0.6404730	0.1761300	0.2281737	0.8791350	0.2334742	0.3958863	0.0010293	0.9350273
450	1.0355070	0.5120349	0.6594023	0.1512798	0.3312637	0.9488089	0.2428449	0.3889291	0.0094808	1.0040468
500	0.9991989	0.5669541	0.7449738	0.1869410	0.2786713	0.9308192	0.2266366	0.3978148	0.0051046	1.0074399
550	0.9673711	0.5080602	0.6552665	0.1744863	0.2747691	0.8342191	0.2516222	0.3754384	0.0768886	1.1113769
600	0.9791271	0.4629596	0.6699183	0.1386580	0.3269665	0.8816473	0.2339919	0.3359141	0.1370380	1.0053728
650	0.8948638	0.5339866	0.7757921	0.1273888	0.3208961	0.9563028	0.2285420	0.3718312	0.1607637	0.9884230
700	0.8710908	0.4999213	0.6900542	0.1317328	0.2268722	0.9772551	0.2477947	0.3673296	0.1557446	1.0631358
750	0.8761793	0.5694092	0.6240174	0.1326249	0.3285104	0.9270748	0.2182718	0.3121108	0.1481146	1.0346264
800	0.9554632	0.5161946	0.7507218	0.1396996	0.3013574	0.8877936	0.2367063	0.2932935	0.1553097	1.1074913
850	0.9258135	0.5939306	0.7593640	0.1668215	0.2762335	0.9235566	0.2814859	0.3683046	0.1573342	0.9573269
900	0.9494512	0.5618255	0.6803825	0.1497029	0.2358869	0.8623685	0.2611510	0.3388362	0.1706118	0.9510347
950	0.9369104	0.4995128	0.6203554	0.1172046	0.3272751	0.8571281	0.3040142	0.3247137	0.1943177	0.9233349
