YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C
0.0000194	0.0021881	0.1257801	0.5546953	0.1419366	0.9901868	0.8455319	0.5989826	0.4898186	0.9518520
1.0042363	0.9969131	0.8397402	0.0817377	0.1248548	0.9773320	0.9843339	0.5142630	0.6941035	1.0034805
0.9140857	0.9774397	1.0543725	0.0240983	0.0737839	0.9043641	0.9199915	0.6054246	0.6025689	1.0622948
1.0169284	1.0560602	0.9872867	0.0490969	0.1453525	0.9895355	0.8877633	0.5442127	0.6022626	1.0619070
1.0393586	0.9545900	0.9787876	0.0340191	0.1146725	0.9947988	1.0335009	1.0180681	0.1261767	1.0117650
1.0449425	0.4847726	0.4730542	0.2578953	0.0536478	0.9432043	0.9367879	0.8648129	0.3243547	1.0599685
0.9962077	0.8826069	0.7102537	0.1365673	0.1399543	1.1083032	0.9224583	0.6326657	0.6009625	1.0332935
0.9937092	0.7754380	0.6267060	0.0503165	0.0851715	1.0408411	1.0208762	0.5383883	0.6346112	1.0235777
0.9881417	0.8999622	0.8106997	0.0692302	0.2014575	0.9475115	0.8884543	0.4987331	0.7254661	0.8419880
0.8798292	0.3509766	0.3600289	0.3111195	0.0967096	0.9392617	0.8882150	0.3570347	0.9244681	0.8663884
