YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C
0.0000000	0.4917577	0.7590901	0.5828978	0.6984080	0.1574136	0.1035747	1.0000000	0.9504971	1.0000000
1.0000000	0.0000000	0.7590883	0.5829226	0.6984052	0.1574136	0.1035747	1.0000000	0.9505009	1.0000000
0.9999998	0.0383116	0.0000001	0.5829149	0.6984118	0.1574136	0.1035747	1.0000000	0.9505020	1.0000000
0.9999998	0.0393538	0.0275503	0.0000000	0.4312129	0.1574136	0.1035747	1.0000000	0.0324274	1.0000000
0.5010529	0.5436902	0.8446500	1.0000000	0.0000000	0.1574136	0.1035747	1.0000000	0.9987237	1.0000000
0.6405809	0.4913461	0.7584239	0.5807972	0.7005818	0.0000001	0.1035747	1.0000000	0.9493023	1.0000000
0.6405229	0.4913582	0.7584631	0.5808338	0.7006242	0.0427991	0.0000009	1.0000000	0.9493757	1.0000000
0.5861703	0.5116498	0.7908590	0.6981943	0.5777716	0.8389001	0.9999999	0.0000000	0.9851608	1.0000000
0.6394861	0.4917565	0.7590940	0.5828967	0.6984309	0.1574136	0.1035747	1.0000000	0.0000000	1.0000000
0.6394861	0.4917565	0.7590940	0.5828967	0.6984309	0.1574136	0.1035747	1.0000000	0.9505060	0.0000000
