YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W
0.0000000	0.9997829	0.7647435	0.2765291	0.3618686	0.5959508	0.4846479	1.0000000	0.4373007	1.0000000
0.2574911	0.0000006	0.7363792	0.2491033	0.3844432	0.6229841	0.5141271	0.9103625	0.4600229	1.0000000
0.7747217	0.0009047	0.0000000	0.2485324	0.3849389	0.6235757	0.5147972	0.9084216	0.4605174	1.0000000
0.7716188	0.0417663	0.0729143	0.0000000	0.3849380	0.6235750	0.5147967	0.9084229	0.4605165	1.0000000
0.2143777	0.9999284	0.9569222	0.9999995	0.0000005	0.6226986	0.5137583	0.9114544	0.4598280	1.0000000
0.3566839	0.9999285	0.9565208	0.9933043	0.0306362	0.0000003	0.8952300	0.1779713	0.0443845	1.0000000
0.3567047	0.9999285	0.9565217	0.9933034	0.0306381	0.0025975	0.0000000	0.1779406	0.0443889	1.0000000
0.1796671	0.9983411	0.5054440	0.1237091	0.5581934	0.8561284	1.0000000	0.0000000	0.6249524	1.0000000
0.4837232	0.9985743	0.5204239	0.1289167	0.5467327	0.8388243	0.9332281	0.1211546	0.0000000	1.0000000
0.2574935	0.9997402	0.7363822	0.2491059	0.3844418	0.6229837	0.5141275	0.9103613	0.4600217	0.0000000
