YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W
0.0	0.0	0.0	-0.07990570575930178	0.0	0.9480588764240575	0.009652069622111056	0.2072219828553627	0.23388236242917768	0.13784339613391033
-0.9256587426643819	0.02536716354479344	0.0	-0.7886330035980791	0.0	0.0	0.0	0.0	0.4178900163957237	0.0
0.0	0.0	0.0	0.0	-0.02435443969416541	0.0	0.18770198276398753	0.0	0.0	0.7406309767078416
0.0	0.055522727504645306	0.18807620539898112	0.0	0.0	0.0	0.3708924502985743	0.0	0.3566124070772289	0.0
-0.8802089672535658	0.7156784839036807	0.3920911854003562	-0.4664578875526786	0.2418324702887692	0.8751024626949412	0.0	0.0	0.3931393175722419	0.0
0.0	0.3059170711359874	0.0	0.0	0.0	0.12997038963340046	0.0	0.0	0.37642919266236413	0.2971674351405161
-0.8049814216792583	0.1754996317478761	0.0	-0.3636706438846886	0.2533190082761355	0.0	0.0	0.0	0.0	0.0
-0.7307619494386017	0.1913442827801153	0.0	-0.3448284422047436	0.0	0.0	0.0	0.0	0.0	0.3845587043009507
-0.3441631568130106	0.667953363344346	0.0	0.0	0.3760032602588542	0.0	0.704995758916643	-0.42376442617362936	0.20907036861044756	0.47402081367669574
-0.37726389477029443	0.5149518856353059	0.0	0.0	0.0	0.0	0.0	-0.09971149815803965	-0.022243535205596777	0.16758463679922692
