YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W
0.3962167	0.9273898	0.4422884	0.7810199	0.5774176	0.3704542	0.1200769	0.9451385	0.3612398	1.0000000
0.8334364	0.4638439	0.4422884	0.7810199	0.5774176	0.3704542	0.1200769	0.9451385	0.3612398	1.0000000
0.7883181	0.9848228	0.2811359	0.8245594	0.6827473	0.2355160	0.1200758	0.9451439	0.3612385	1.0000000
0.7919706	0.9273276	0.4423026	0.3905890	0.5774357	0.3705856	0.1201482	0.9447576	0.3613318	1.0000000
0.7876340	0.9952647	0.2012553	0.6428352	0.3804177	0.1701533	0.1200837	0.9451070	0.3612478	1.0000000
0.7875534	0.9966428	0.3648930	0.7473592	0.5150410	0.1543944	0.1200781	0.9451333	0.3612411	1.0000000
0.7892171	0.9706362	0.4204083	0.7720700	0.5594843	0.2840577	0.0600387	0.9451373	0.3612401	1.0000000
0.7161622	0.4600113	0.4882841	0.7986478	0.6160621	0.7887163	0.3941001	0.4855180	0.4936645	1.0000000
0.7760521	0.8526028	0.4583899	0.7873664	0.5908128	0.4622930	0.1470526	0.8412588	0.1943962	1.0000000
0.7847531	0.9054355	0.4484080	0.7834742	0.5825919	0.4022402	0.1303986	0.9005660	0.2621112	0.5000000
