YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W
0.4197504	0.9313246	0.4938343	0.7616948	0.5670210	0.3759140	0.1058322	0.8621226	0.3203799	1.0627412
0.9561083	0.3535044	0.5003386	0.7610825	0.4926236	0.4893156	0.0982458	0.8777349	0.4111928	1.0170259
0.8382028	0.9520913	0.2700760	0.8193429	0.7762940	0.2535406	0.1127314	0.8751060	0.3193316	1.0315260
0.7945333	0.9676045	0.4540068	0.4452086	0.6641682	0.2895057	0.0881877	1.0332498	0.3655506	1.0874337
0.7677714	1.0801629	0.2119772	0.7547281	0.3838348	0.2212160	0.1191319	0.9231528	0.3880901	0.9890976
0.8778749	0.9636247	0.3622675	0.6805852	0.4840940	0.2164839	0.1173312	1.0267355	0.3870636	0.9656622
0.7188768	0.9341126	0.4514580	0.8021204	0.6441732	0.3217656	0.0545741	1.0477975	0.4118439	1.0609951
0.7836357	0.4498178	0.5090734	0.7558556	0.6433862	0.8975421	0.3595787	0.4992783	0.5442691	0.9722196
0.8069032	0.9127641	0.4205699	0.8183565	0.6331115	0.4476311	0.1240330	0.8631427	0.1955988	0.9933475
0.8428155	0.8561739	0.4164810	0.7702744	0.5886709	0.4679752	0.1570258	0.9982701	0.2930625	0.6109132
