YIR023W	YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W
0.0000000	1.0000000	1.0000000	0.2262841	0.0641514	0.9998965	0.7191975	0.5221244	0.5007974	0.6793734
0.0086355	0.0000000	1.0000000	0.2262841	0.0641514	0.9998965	0.7191975	0.5221244	0.5007974	0.6793734
0.9992402	1.0000000	0.0000000	0.1898376	0.2499905	0.9979725	0.5524638	0.6674246	0.2644876	0.9085559
0.9992402	1.0000000	1.0000000	0.0000000	0.0190162	0.9999958	0.8795486	0.3697456	0.9973297	0.1888070
0.9992402	1.0000000	1.0000000	0.2262841	0.0000001	0.9998965	0.7191975	0.5221244	0.5007974	0.6793734
0.9992402	1.0000000	1.0000000	0.2262841	0.0641514	0.0000003	0.7191975	0.5221244	0.5007974	0.6793734
0.9992402	1.0000000	1.0000000	0.2262841	0.0641514	0.9998965	0.0000000	0.5221244	0.5007974	0.6793734
0.9992402	1.0000000	1.0000000	0.2262841	0.0641514	0.9998965	1.0000000	0.0000004	0.5007974	0.6793734
0.9992402	1.0000000	1.0000000	0.2262841	1.0000000	0.0060798	0.2859218	0.9999947	0.0000000	0.6793734
0.9992402	1.0000000	1.0000000	1.0000000	0.0189527	0.9999959	0.8800868	0.3691963	1.0000000	0.0000000
