YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W
0.0000033	0.8252835	0.4561725	0.9462985	0.3237191	0.5489541	0.9999996	0.7530934	0.5595041	1.0000000
0.0580473	0.0000001	0.4558848	0.9465938	0.3235281	0.5487772	0.9997487	0.7531512	0.5595041	1.0000000
0.6808875	1.0000000	0.0000032	0.9477695	0.3205656	0.5397264	0.9835077	0.9999933	0.5595041	1.0000000
0.1819076	0.3719200	0.9999984	0.0000002	0.3225570	0.5459141	0.9946639	0.7276653	0.5595041	1.0000000
0.5833376	0.8451639	0.4320335	0.9999960	0.0000041	0.5293422	0.9652110	0.7570664	0.5595041	1.0000000
0.5835564	0.8452329	0.4320105	0.9999961	0.0094870	0.0000000	0.9651966	0.7570934	0.5595041	1.0000000
0.5549429	0.8063433	0.4776953	0.9022259	0.4020548	0.0422613	0.0000000	0.7499064	0.5595041	1.0000000
0.5589257	0.8117528	0.4712088	0.9161657	0.3794387	0.1380864	0.3689664	0.0000000	0.5595041	1.0000000
0.5722636	0.8297585	0.4503175	0.9599872	0.2910981	0.4511699	0.8382262	0.4318991	0.0000000	1.0000000
0.5699199	0.8257136	0.4556096	0.9475840	0.3209418	0.5408032	0.9854126	0.9999962	0.0276350	0.0000007
