"Time"	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C	YPL248C

0	0.8601809	0.5228611	0.2592328	1.0000000	1.0000000	0.5469474	1.0000000	1.0000000	1.0000000	1.0000000
50	0.8873556	0.5236295	0.2595598	0.9865786	1.0000000	0.5370273	0.7932664	1.0000000	1.0000000	1.0000000
100	0.9152004	0.5271245	0.2613208	0.9725308	1.0000000	0.4900515	0.6116252	1.0000000	1.0000000	1.0000000
150	0.9294781	0.5322805	0.2637304	0.9651647	1.0000000	0.4353372	0.5347314	1.0000000	1.0000000	1.0000000
200	0.9358003	0.5371477	0.2657125	0.9619048	1.0000000	0.3986638	0.5077705	1.0000000	1.0000000	1.0000000
250	0.9385733	0.5408378	0.2669811	0.9605610	1.0000000	0.3802772	0.4991016	1.0000000	1.0000000	1.0000000
300	0.9398661	0.5432861	0.2676827	0.9600262	1.0000000	0.3725366	0.4964472	1.0000000	1.0000000	1.0000000
350	0.9405209	0.5447685	0.2680361	0.9598174	1.0000000	0.3696263	0.4956589	1.0000000	1.0000000	1.0000000
400	0.9408741	0.5456083	0.2682031	0.9597367	1.0000000	0.3686132	0.4954296	1.0000000	1.0000000	1.0000000
450	0.9410699	0.5460612	0.2682785	0.9597057	1.0000000	0.3682793	0.4953638	1.0000000	1.0000000	1.0000000
500	0.9411786	0.5462965	0.2683114	0.9596939	1.0000000	0.3681736	0.4953452	1.0000000	1.0000000	1.0000000
550	0.9154930	0.5459122	0.2679780	0.9731107	1.0000000	0.3843214	0.7020735	1.0000000	1.0000000	1.0000000
600	0.8889895	0.5429542	0.2661562	0.9871568	1.0000000	0.4441204	0.8837132	1.0000000	1.0000000	1.0000000
650	0.8751661	0.5381366	0.2637226	0.9945223	1.0000000	0.4974906	0.9606067	1.0000000	1.0000000	1.0000000
700	0.8686627	0.5333386	0.2617628	0.9977819	1.0000000	0.5266872	0.9875675	1.0000000	1.0000000	1.0000000
750	0.8653987	0.5295732	0.2605281	0.9991256	1.0000000	0.5394428	0.9962363	1.0000000	1.0000000	1.0000000
800	0.8635503	0.5269976	0.2598530	0.9996604	1.0000000	0.5443516	0.9988907	1.0000000	1.0000000	1.0000000
850	0.8624108	0.5253811	0.2595157	0.9998692	1.0000000	0.5460928	0.9996790	1.0000000	1.0000000	1.0000000
900	0.8616904	0.5244216	0.2593573	0.9999499	1.0000000	0.5466763	0.9999083	1.0000000	1.0000000	1.0000000
950	0.8612404	0.5238724	0.2592861	0.9999808	1.0000000	0.5468638	0.9999740	1.0000000	1.0000000	1.0000000
1000	0.8609666	0.5235654	0.2592551	0.9999927	1.0000000	0.5469222	0.9999927	1.0000000	1.0000000	1.0000000

0	0.8601809	0.5228611	0.2592328	1.0000000	1.0000000	0.5469474	1.0000000	1.0000000	1.0000000	1.0000000
50	0.8602451	0.5130225	0.1721517	1.0000000	1.0000000	0.6098081	1.0000000	1.0000000	1.0000000	1.0000000
100	0.8569133	0.4466228	0.0876033	1.0000000	1.0000000	0.6525758	1.0000000	1.0000000	1.0000000	1.0000000
150	0.8403677	0.3322374	0.0470765	1.0000000	1.0000000	0.6661126	1.0000000	1.0000000	1.0000000	1.0000000
200	0.7985900	0.2222563	0.0307773	1.0000000	1.0000000	0.6696514	1.0000000	1.0000000	1.0000000	1.0000000
250	0.7250139	0.1459407	0.0246983	1.0000000	1.0000000	0.6704996	1.0000000	1.0000000	1.0000000	1.0000000
300	0.6276739	0.1017929	0.0225176	1.0000000	1.0000000	0.6706934	1.0000000	1.0000000	1.0000000	1.0000000
350	0.5275365	0.0779159	0.0217523	1.0000000	1.0000000	0.6707363	1.0000000	1.0000000	1.0000000	1.0000000
400	0.4425809	0.0642903	0.0214871	1.0000000	1.0000000	0.6707457	1.0000000	1.0000000	1.0000000	1.0000000
450	0.3781165	0.0553315	0.0213960	1.0000000	1.0000000	0.6707477	1.0000000	1.0000000	1.0000000	1.0000000
