YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C
0.46167065233522725	0.0	-0.22605580696836114	0.0	0.0	0.0	0.0	0.29169204714042285	0.0	0.0
0.0	0.0	0.0	-0.6286467742174864	0.49995627694270495	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	-0.7336656493134797	0.0	0.0	0.20200286794128033	0.0
0.4090470909845985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.02144648472173002	0.9122876306641741
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41218372253886293
0.0	0.0	0.0	-0.44720323104411364	0.0	0.0	0.0	0.0	0.5270370183293721	0.0
0.6419891545788354	0.0	0.0	0.0	0.3437077742765743	0.0	0.0	0.029002266230854806	0.0	0.0
0.8801040866651542	-0.15412378846667707	0.0	0.0	0.9950859092406082	0.0	0.6145623736968344	0.0	0.0	0.0
0.8117149587028629	0.0	0.0	0.0	0.0	-0.7237302970606834	0.0	0.13243575905715269	0.2906789920539609	0.5727394782584054
