YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W
0.0000000	0.3202121	0.9998451	0.9904401	0.1898421	1.0000000	0.8908945	0.9834323	0.9999740	0.0620040
0.0001456	0.0000000	0.9998451	0.9904401	0.1898421	1.0000000	0.8908945	0.9834323	0.9999740	0.0620040
0.9064619	0.9999923	0.0000003	0.9904401	0.1898421	1.0000000	0.7982138	0.9834316	0.9999740	0.0620040
0.9064631	0.9999927	0.0186037	0.0000000	0.1898421	1.0000000	0.7982136	0.9834316	0.9999740	0.0620040
0.5214302	0.3202085	0.9998495	1.0000000	0.0000002	1.0000000	0.8913364	0.9834339	1.0000000	0.0003527
0.8792155	0.8616388	0.5311480	0.0564101	1.0000000	0.0000000	0.5458778	0.7028989	0.0198778	0.9686034
0.5214356	0.3202121	0.9998451	0.9904401	0.1898421	1.0000000	0.0000000	0.8276584	0.9999740	0.0620040
0.5214356	0.3202121	0.9998451	0.9904401	0.1898421	1.0000000	0.6451134	0.0000001	0.9999740	0.0620040
0.5214356	0.3202121	0.9998451	0.9904401	0.1898421	1.0000000	0.8630873	0.7029604	0.0000005	0.0620040
0.5214356	0.3202121	0.9998451	0.9904401	0.1898421	1.0000000	0.8908946	0.9834339	1.0000000	0.0000003
