YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W
0.0000000	0.4040032	0.6290680	0.5809428	0.5488035	0.1482337	0.7644408	0.3810390	0.4553177	0.7053169
0.6776181	0.0000000	0.7271767	0.5293974	0.4051763	0.5055858	0.2878367	0.3712358	0.4818201	0.6972644
0.2914120	0.9666471	0.0000000	0.6405431	0.6641621	0.0962851	0.9228820	0.1517756	0.4430847	0.6702693
0.4447340	0.7938182	0.0108107	0.0000000	0.5217374	0.1106192	0.8449835	0.1873310	0.5397179	0.8731983
0.3588593	0.7752944	0.0316757	0.0121993	0.0000000	0.1280703	0.6156890	0.0986325	0.3864164	0.8930542
0.3534447	0.6937174	0.6725642	0.7391675	0.4569846	0.0000000	0.8041697	0.2682982	0.5655404	0.7347725
0.5072180	0.4096017	0.6479053	0.5522123	0.3601374	0.8367730	0.0000000	0.3937267	0.4542553	0.6834741
0.6927943	0.3307367	0.6342496	0.5975143	0.5167674	0.1237244	0.6990748	0.0000000	0.5218240	0.6611654
0.5102416	0.4046713	0.5828673	0.4544565	0.3221265	0.6441185	0.1104267	0.5904688	0.0000000	0.7221871
0.5242761	0.5293834	0.8252517	0.4697333	0.2706051	0.7987040	0.0533026	0.7289818	0.0297212	0.0000000
