YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W
0.7689925	0.0229649	0.2971181	0.6092477	0.1921974	0.8328036	0.8110227	0.6848434	1.0000000	0.9744892
0.9970129	0.7637766	0.9725229	0.0700276	0.2707078	0.7816141	1.0000000	0.6277119	0.9518026	1.0000000
0.5257028	0.0053207	0.2196459	0.7863161	0.3755255	0.5473255	0.8028828	0.6848434	1.0000000	1.0000000
0.7538201	0.0605980	0.2541580	0.6742905	0.1295219	1.0000000	0.9807722	0.6848435	1.0000000	1.0000000
0.9365814	0.3848476	0.3250194	0.5653030	0.1584881	1.0000000	0.9776893	0.6425537	0.7304606	0.8204026
0.8689029	0.0008951	0.1540667	0.9336227	0.1845590	0.9447791	0.6491503	0.6848436	1.0000000	1.0000000
0.9595788	0.0271442	0.3053750	0.5954344	0.1874988	0.9391676	1.0000000	0.7406556	1.0000000	1.0000000
0.9367474	0.3552293	0.1170003	0.9457876	0.5627459	0.5584178	1.0000000	0.7472843	1.0000000	0.7734867
0.9247375	0.7196467	0.5414412	0.3511175	0.1978942	0.8688449	0.8409797	0.5057358	0.8646410	0.6888477
0.5294607	0.4972981	0.5316354	0.3583336	0.1584881	1.0000000	1.0000000	0.1837683	0.5142570	0.7077735
