"Time"	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C

0	0.0866263	0.9412641	0.0329136	0.9663428	0.8230290	0.7809008	0.8003448	1.0000000	0.7723054	1.0000000
50	0.0866144	0.9383621	0.0329131	0.9662964	0.8229811	0.7809034	0.8003463	1.0000000	0.8425879	1.0000000
100	0.0866391	0.9352200	0.0329130	0.9662742	0.8229596	0.7809045	0.8003468	1.0000000	0.9133207	1.0000000
150	0.0866783	0.9335695	0.0329130	0.9662639	0.8229501	0.7809049	0.8003470	1.0000000	0.9483657	1.0000000
200	0.0867104	0.9328530	0.0329130	0.9662591	0.8229459	0.7809050	0.8003471	1.0000000	0.9628310	1.0000000
250	0.0867303	0.9325685	0.0329130	0.9662570	0.8229441	0.7809051	0.8003472	1.0000000	0.9683298	1.0000000
300	0.0867407	0.9324613	0.0329130	0.9662560	0.8229433	0.7809051	0.8003472	1.0000000	0.9703278	1.0000000
350	0.0867457	0.9324222	0.0329130	0.9662556	0.8229430	0.7809051	0.8003472	1.0000000	0.9710342	1.0000000
400	0.0867478	0.9324083	0.0329131	0.9662554	0.8229428	0.7809051	0.8003472	1.0000000	0.9712796	1.0000000
450	0.0867488	0.9324034	0.0329131	0.9662553	0.8229428	0.7809051	0.8003472	1.0000000	0.9713639	1.0000000
500	0.0867491	0.9324017	0.0329131	0.9662553	0.8229428	0.7809051	0.8003472	1.0000000	0.9713926	1.0000000
550	0.0867431	0.9353880	0.0329131	0.9662553	0.8229427	0.7809051	0.8003472	1.0000000	0.9010597	1.0000000
600	0.0867109	0.9385616	0.0329131	0.9662553	0.8229427	0.7809051	0.8003472	1.0000000	0.8302974	1.0000000
650	0.0866689	0.9402237	0.0329131	0.9662552	0.8229427	0.7809051	0.8003472	1.0000000	0.7952391	1.0000000
700	0.0866362	0.9409444	0.0329131	0.9662552	0.8229427	0.7809051	0.8003472	1.0000000	0.7807682	1.0000000
750	0.0866164	0.9412303	0.0329131	0.9662552	0.8229427	0.7809051	0.8003472	1.0000000	0.7752673	1.0000000
800	0.0866061	0.9413380	0.0329131	0.9662552	0.8229427	0.7809051	0.8003472	1.0000000	0.7732684	1.0000000
850	0.0866013	0.9413772	0.0329131	0.9662552	0.8229427	0.7809051	0.8003472	1.0000000	0.7725617	1.0000000
900	0.0865992	0.9413912	0.0329131	0.9662552	0.8229427	0.7809051	0.8003472	1.0000000	0.7723162	1.0000000
950	0.0865983	0.9413961	0.0329131	0.9662552	0.8229427	0.7809051	0.8003472	1.0000000	0.7722319	1.0000000
1000	0.0865980	0.9413978	0.0329131	0.9662552	0.8229427	0.7809051	0.8003472	1.0000000	0.7722032	1.0000000

0	0.0866263	0.9412641	0.0329136	0.9663428	0.8230290	0.7809008	0.8003448	1.0000000	0.7723054	1.0000000
50	0.0867743	0.8667192	0.0329131	0.9662961	0.8229472	0.7822503	0.8504993	1.0000000	0.8369390	1.0000000
100	0.0878701	0.7874489	0.0329130	0.9662518	0.8221707	0.7890915	0.9091087	1.0000000	0.9019885	1.0000000
150	0.0897922	0.7459297	0.0329131	0.9660688	0.8195594	0.7978117	0.9434336	1.0000000	0.9342160	1.0000000
200	0.0917051	0.7279259	0.0329133	0.9655740	0.8154318	0.8045462	0.9601802	1.0000000	0.9475106	1.0000000
250	0.0930827	0.7207835	0.0329139	0.9647615	0.8110619	0.8086439	0.9676927	1.0000000	0.9525456	1.0000000
300	0.0938899	0.7180920	0.0329148	0.9637994	0.8074248	0.8108227	0.9709081	1.0000000	0.9543449	1.0000000
350	0.0943020	0.7171102	0.0329161	0.9628883	0.8048405	0.8118868	0.9722447	1.0000000	0.9549450	1.0000000
400	0.0944931	0.7167591	0.0329175	0.9621542	0.8031967	0.8123774	0.9727897	1.0000000	0.9551181	1.0000000
450	0.0945759	0.7166344	0.0329187	0.9616307	0.8022326	0.8125946	0.9730090	1.0000000	0.9551479	1.0000000
500	0.0946100	0.7165895	0.0329197	0.9612908	0.8017009	0.8126878	0.9730964	1.0000000	0.9551360	1.0000000
550	0.0940768	0.7912011	0.0329204	0.9610862	0.8014476	0.8116918	0.9229780	1.0000000	0.8899737	1.0000000
600	0.0918038	0.8704946	0.0329209	0.9609907	0.8019235	0.8059320	0.8643828	1.0000000	0.8244062	1.0000000
650	0.0894729	0.9120213	0.0329211	0.9610966	0.8041233	0.7976798	0.8300634	1.0000000	0.7919117	1.0000000
700	0.0879851	0.9300272	0.0329211	0.9615559	0.8079242	0.7906228	0.8133191	1.0000000	0.7785262	1.0000000
750	0.0872141	0.9371700	0.0329206	0.9623597	0.8122082	0.7859774	0.8058073	1.0000000	0.7735280	1.0000000
800	0.0868569	0.9398616	0.0329197	0.9633209	0.8159576	0.7833621	0.8025922	1.0000000	0.7718641	1.0000000
850	0.0867025	0.9408437	0.0329184	0.9642275	0.8187335	0.7820325	0.8012558	1.0000000	0.7714600	1.0000000
900	0.0866389	0.9411954	0.0329171	0.9649537	0.8205592	0.7814021	0.8007108	1.0000000	0.7714991	1.0000000
