YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W
0.0	-0.007309507612764877	0.0	0.0	-0.5638222706038505	0.0	-0.9055250857491046	0.0	0.35314140178489495	0.0
0.163851973599086	0.0	0.0	0.26276025073177195	0.0	0.0	-0.2312064899597317	0.6089452199282399	-0.51626974681166	0.6488386991137225
0.0	0.0	-0.7409119931980968	0.0	-0.24453397514298558	0.0	-0.412248705746606	0.04263325260191174	0.2510677770547848	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013885446043526244	0.0	0.4638528006786067
0.0	0.0	0.0	0.0	-0.42844769079238176	0.0	0.0	0.0	0.0	0.7156605250371206
0.0	0.0	0.0	0.8557269576894401	0.0	0.22850952106575384	0.0	0.0	-0.47086294495274317	-0.0025881572923105427
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20302666748702114
0.33659851271499175	0.7875615781762898	0.0	0.0	0.0	0.8299786743712695	0.0	0.0	-0.47919253224280667	0.1650761014485318
0.0	0.0	-0.4296344183385372	0.0	-0.2747717055026442	0.0	-0.6648564564529806	0.0	0.0	0.0
