YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C
-0.26250089798122644	0.0	-0.5367148004006594	0.0	0.0	0.0	0.0	0.0	-0.10140314535237849	0.0
0.0	0.0	-0.6597310320939869	0.004475668304532304	0.0	0.0	0.0	-0.49438153952360153	0.0	0.19387942042529743
0.0	0.0	-0.3210169803351164	0.0	0.0	0.0	0.0	0.0	-0.1319707406219095	0.0
0.0	-0.07451627543196082	-0.08636900666169822	0.0	0.0	-0.28227208368480206	-0.37658713734708726	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.48989142873324454	0.0	-0.7493124294560403	0.4296372337256814	0.0	0.0	-0.1420251363888383	0.0	0.0	0.06272633864872317
-0.07816368620842695	-0.3056722190231085	-0.2592863463796675	0.0	0.7350556552357873	0.0	0.0	0.0	-0.3770584410522133	0.0
0.0	0.0	-0.3836360608693212	0.0	0.0	-0.6334498031064868	0.0	0.0	0.0	0.7196844732607917
0.0	-0.2535605651792139	-0.26696166791953146	0.5969633839548821	0.0	0.0	0.0	-0.24314685864374042	0.0	0.0
0.0	-0.5401881856378168	-0.997881228569895	0.6636041009322996	0.0	0.0	0.0	-0.8437578419689089	0.0	0.0
