YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C
0.0000000	0.8359634	0.8312165	0.0502485	0.6583893	0.0000000	0.9137552	0.0092229	0.0900811	0.7698771
0.0000000	0.0000000	0.8422942	0.0595524	0.7256838	0.8316777	0.8398113	0.0137705	0.1128059	0.7023541
0.0000000	0.8618073	0.0000000	0.0390194	0.7347931	0.9222378	0.6777135	0.0073087	0.0774333	0.7974914
0.0000000	0.7516197	0.6721515	0.0491883	0.6786858	0.7348172	0.7672295	0.0000000	0.0283502	0.8648542
0.0000000	0.7590008	0.7427173	0.0539806	0.8080608	0.6928368	0.8485647	0.0045940	0.0000000	0.8571924
0.0000000	0.8615572	0.8411748	0.0560933	0.8012458	0.7225194	0.6798803	0.0185240	0.0407741	0.0000000
0.0538216	0.0000000	0.7608889	0.0394878	0.5896810	0.0000000	0.8209332	0.0123306	0.1182781	0.6806790
0.0354627	0.0000000	0.8138350	0.0411249	0.7734896	0.8496588	0.8661980	0.0103686	0.0741115	0.0000000
0.7193635	0.4507618	0.7180446	0.0388158	0.8360783	0.0000000	0.7157652	0.0118329	0.0000000	0.8366678
0.6577577	0.4588416	0.8510915	0.1229575	0.7553859	0.0000000	0.8710378	0.0064286	0.0759373	0.0000000
