"Time"	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W

0	0.4475379	0.3859147	0.8192987	0.6994322	0.9999660	0.1498471	0.9726103	0.9967349	1.0000000	0.0897639
50	0.4477508	0.3858902	0.8193017	0.6994341	0.9999681	0.1343196	0.9726105	0.9965801	0.9115249	0.0897626
100	0.4478539	0.3858793	0.8193029	0.6994354	0.9999748	0.1187486	0.9726015	0.9952994	0.7946387	0.0897620
150	0.4479001	0.3858745	0.8193038	0.6994372	0.9999825	0.1110096	0.9725546	0.9921857	0.7160519	0.0897614
200	0.4479106	0.3858722	0.8193047	0.6994393	0.9999882	0.1077891	0.9724396	0.9876488	0.6719681	0.0897608
250	0.4478914	0.3858708	0.8193056	0.6994412	0.9999916	0.1065620	0.9722527	0.9828778	0.6492243	0.0897602
300	0.4478462	0.3858697	0.8193065	0.6994426	0.9999934	0.1061351	0.9720235	0.9788942	0.6380300	0.0897598
350	0.4477825	0.3858687	0.8193072	0.6994435	0.9999944	0.1060161	0.9717950	0.9760696	0.6326797	0.0897595
400	0.4477119	0.3858680	0.8193076	0.6994440	0.9999948	0.1060103	0.9716002	0.9742850	0.6301719	0.0897593
450	0.4476450	0.3858674	0.8193079	0.6994443	0.9999950	0.1060406	0.9714530	0.9732461	0.6290123	0.0897592
500	0.4475889	0.3858670	0.8193080	0.6994444	0.9999951	0.1060766	0.9713518	0.9726760	0.6284812	0.0897591
550	0.4475463	0.3858668	0.8193081	0.6994444	0.9999947	0.1216816	0.9712908	0.9738765	0.7167147	0.0897591
600	0.4475191	0.3858666	0.8193081	0.6994443	0.9999917	0.1373243	0.9713250	0.9801904	0.8334916	0.0897591
650	0.4475197	0.3858666	0.8193080	0.6994435	0.9999858	0.1450873	0.9715204	0.9869683	0.9120292	0.0897593
700	0.4475605	0.3858666	0.8193076	0.6994421	0.9999793	0.1482835	0.9718073	0.9915460	0.9560908	0.0897597
750	0.4476332	0.3858669	0.8193069	0.6994402	0.9999741	0.1494586	0.9720814	0.9941223	0.9788247	0.0897602
800	0.4477164	0.3858675	0.8193061	0.6994386	0.9999708	0.1498346	0.9722898	0.9954566	0.9900146	0.0897607
850	0.4477913	0.3858682	0.8193053	0.6994373	0.9999689	0.1499222	0.9724278	0.9961198	0.9953629	0.0897611
900	0.4478488	0.3858689	0.8193047	0.6994364	0.9999679	0.1499193	0.9725111	0.9964421	0.9978697	0.0897614
950	0.4478884	0.3858696	0.8193043	0.6994359	0.9999675	0.1498966	0.9725584	0.9965967	0.9990290	0.0897615
1000	0.4479134	0.3858701	0.8193040	0.6994356	0.9999673	0.1498756	0.9725841	0.9966702	0.9995599	0.0897616

0	0.4475379	0.3859147	0.8192987	0.6994322	0.9999660	0.1498471	0.9726103	0.9967349	1.0000000	0.0897639
50	0.5408231	0.3859062	0.8187255	0.6871759	0.7223316	0.1505144	0.9726103	0.9964545	0.8544140	0.0926821
100	0.6309462	0.3873158	0.8047385	0.5985107	0.3892081	0.1572567	0.9725916	0.9933817	0.6620773	0.1217539
150	0.6745181	0.4014678	0.7369779	0.4274435	0.1886710	0.1825666	0.9724635	0.9817648	0.5327624	0.2178541
200	0.6873103	0.4657707	0.5599900	0.2490828	0.0883141	0.2491592	0.9720065	0.9554508	0.4602224	0.4034226
250	0.6667295	0.6297884	0.3053604	0.1238002	0.0422386	0.3654360	0.9709207	0.9165937	0.4227975	0.6211249
300	0.6195889	0.8145074	0.1201412	0.0556731	0.0220798	0.4925915	0.9690513	0.8757953	0.4043771	0.7926534
350	0.5776693	0.9237981	0.0417490	0.0241611	0.0134584	0.5884159	0.9665748	0.8422709	0.3955732	0.8969522
400	0.5522094	0.9717008	0.0181532	0.0109717	0.0097352	0.6455891	0.9639199	0.8189848	0.3914467	0.9511747
450	0.5390671	0.9900789	0.0123497	0.0057553	0.0080556	0.6755953	0.9615189	0.8045616	0.3895385	0.9768390
500	0.5326887	0.9966480	0.0110795	0.0037384	0.0072543	0.6904440	0.9596224	0.7963089	0.3886646	0.9883361
