YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C
0.0	-0.009456387255340815	0.0	0.0	0.0	0.0	0.7881839275329654	0.0	0.0	-0.19451494002714753
-0.6771535282023251	-0.34569784346967936	0.0	0.0	-0.1345978887274849	-0.15084392786957324	0.09570941445113174	-0.5138979225095399	-0.8634211055468768	-0.25799298845231533
-0.13619204005226493	0.0	0.0	0.0	-0.1705023239355522	0.0	0.0	0.0	-0.41811843984760344	0.0
0.0	0.0	0.0	0.0	-0.32659947923272725	0.0	0.0	-0.32824134492800017	0.0	-0.11802517157047987
0.0	0.0	0.0	-0.7099622816313058	0.2832443983770919	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.2544334486138088	-0.24044525902718306	0.0	0.0	-0.5421249147038907	-0.12463852763175964
0.0	-0.8924603168852627	-0.4612302486784756	0.0	0.0	0.0	0.6887926957539563	0.0	-0.3771819102112204	-0.35012254025787115
0.0	0.0	0.0	0.0	-0.42958581312447663	0.0	0.0	0.0	0.0	0.0
0.0	0.0	-0.8849719113204628	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	-0.2696478667203337	0.0	-0.6745261242613196	0.0	0.0	0.0	0.0	0.0	-0.7784415977075696
