YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C
-0.02576044342356084	-0.0740651067244765	-0.029450729012172383	0.4705646059697339	0.04323588076195318	-0.26327102371727795	-0.08833019053366332	-0.27365320260290016	-0.40309791749332646	-0.04467155593356296
0.14166536305872035	0.3110107502132568	-0.04773271450998258	-0.03263979779867008	0.06845136621603697	-0.01742886452451958	0.021113570442344604	-0.051930275122785946	0.16734306335565272	0.295376314512247
-0.38038550149095074	-0.3306855109057121	0.16383652501319182	-0.10641843703092192	-0.2402951316667139	0.24798228547003942	0.18933779317148375	0.2485343335256747	0.11981674859719914	0.04002065914028902
0.050660433142385185	0.08768900224572654	0.09658839658770844	-0.12831621074323404	0.04124176995214297	-0.1416014785574689	-0.04665092907748489	-0.13499317401585317	0.1292065825381252	0.16085739793730297
0.09993849295972233	-0.22265163037213848	0.15148563995246236	-0.0768764452276415	0.4171551910298191	0.2702941714445818	0.5388133705109157	0.4632410402000133	-0.5615986044294989	0.45720481752141395
0.2488421158229148	-0.17794109831145538	0.5212538777286865	0.13911718861433114	-0.3237562414107332	-0.23713401739975948	-0.4209648034814545	-0.05456438736333519	-0.46521501863189474	0.037893208457117626
-0.09515371563386249	0.08818520589483614	0.028681398294434713	0.031713190770342396	0.17590991437835496	0.01781960969791538	0.4041284412153975	0.38870144993070016	0.051446680516196185	0.0912826466053686
-0.2615402926436566	-0.07661334643479585	-0.39067673574314676	-0.05817927332526302	-0.11749853295198963	0.45721138872318606	-0.3617556575860254	-0.20334707093943713	-0.05706978480679973	0.24507805446526726
-0.16507292016350683	-0.13479351943593937	-0.14572579820772766	-0.26551226737663414	-0.012007129610961688	-0.05969539958682836	-0.16969528147595964	0.155929746225849	0.24473854402004988	-0.14045752148280197
-0.4203398852782733	0.052164650731196076	0.4307575085057466	0.1884925768547659	-0.10487268829864577	0.00905733222516292	-0.2617361233192708	-0.051709039252278134	0.20411217883009397	-0.18781666079261333
