YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C	YPL248C
0.3319014	0.5892141	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
0.9500824	0.3148449	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
0.9892562	0.2037701	0.2965329	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
0.9653626	0.2835725	0.3534009	0.5000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
0.6102009	0.6281031	0.5930656	1.0000000	0.5000017	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
0.6102007	0.6281031	0.5930656	1.0000000	1.0000000	0.5000054	1.0000000	1.0000000	1.0000000	1.0000000
0.6102009	0.6281031	0.5930656	1.0000000	1.0000000	0.9999464	0.5000023	1.0000000	1.0000000	1.0000000
0.6102009	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.5001231	1.0000000	1.0000000
0.6102009	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	0.5001100	1.0000000
0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	0.5000034
