YIR023W	YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W
0.0000014	1.0000000	1.0000000	0.0440464	0.9999957	0.0479694	0.0436988	0.9750414	0.9999624	0.0271697
0.0284938	0.0000001	1.0000000	0.0440464	0.9999957	0.0479694	0.0436988	0.9750414	0.9999624	0.0271697
0.7073422	1.0000000	0.0000000	0.9978264	0.9996836	0.0496196	0.0553159	0.6466839	0.3210199	0.7418534
0.7073422	1.0000000	1.0000000	0.0000001	0.9999957	0.0479694	0.0436988	0.9750414	0.9999624	0.0271669
0.7073422	1.0000000	1.0000000	0.0440464	0.0000000	0.0479694	0.0436988	0.9750414	0.9999624	0.0271697
0.7073422	1.0000000	1.0000000	0.0440464	0.9999957	0.0000000	0.0436988	0.9750414	0.9999624	0.0271697
0.7073422	1.0000000	1.0000000	0.0440464	0.9999957	0.0479694	0.0000001	0.9750414	0.9999624	0.0271697
0.7073422	1.0000000	1.0000000	0.0440464	0.9999957	0.0479694	0.9999989	0.0000010	0.9999624	0.0271697
0.7073422	1.0000000	1.0000000	0.0440464	0.0252518	0.9999990	0.9999767	0.0477418	0.0000001	0.0271697
0.7073422	1.0000000	1.0000000	0.0429068	0.9999957	0.0479694	0.0436988	0.9750439	1.0000000	0.0000000
