YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W
-0.10509513760916889	0.0	0.0	-0.1909177538473159	-0.38237186637707055	0.0	0.0	0.0	0.0	0.0
0.0	0.6441382571712099	0.0	-0.5187409718055278	0.0	0.0	0.0	0.0	-0.6867796271108091	-0.4532499611377716
0.0	0.0	0.0	-0.45715121552348137	-0.22808866947889328	0.0	0.0	0.0	0.0	-0.8787503717467189
0.0	0.0	0.0	-0.8848176868632436	0.0	0.0	0.42707460232306677	0.0	0.0	-0.8030353232752532
0.0	0.0	0.0	0.0	0.0	0.7299132336180814	0.41883055677865105	0.0	0.0	0.0
0.0	0.047791719122972316	0.0	-0.40293422248214483	0.0	0.0	0.0	-0.03321043530037336	-0.16805222863331437	0.0
0.0	0.0	0.0	0.0	-0.034235616913065314	0.0	0.6470179303851391	0.0037575979947514077	-0.9992320651654154	0.0
0.0	0.0	-0.3249355019070208	0.0	0.0	0.0	0.0	0.580553538049332	-0.8209661929868162	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2916493797674775
0.0	0.0	-0.8708304082974792	0.0	0.0	0.0	0.0	0.894854304496891	0.0	-0.8514253755565733
