YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C
0.0000000	0.8270010	0.3658356	0.5629898	0.4888383	0.7481934	0.4654666	0.2384033	0.4806016	0.7069510
0.7893149	0.0000000	0.4865466	0.8296968	0.1494206	0.3654288	0.5083999	0.3378650	0.4322481	0.7391338
0.3197695	0.9053336	0.0000000	0.5109605	0.1607311	0.3307468	0.5252604	0.2210502	0.5001153	0.8456361
0.4503518	0.7152099	0.5488679	0.0000000	0.2709235	0.3448026	0.4988882	0.1891954	0.4875144	0.7604699
0.4349972	0.8338068	0.2369619	0.8431969	0.0000000	0.3151646	0.7342263	0.2813123	0.4491483	0.7294139
0.4174139	0.9033023	0.1324653	0.6962981	0.0131432	0.0000000	0.5260079	0.4437517	0.3554737	0.8361919
0.3707348	0.7283412	0.4113127	0.5070020	0.2177673	0.4373364	0.0000000	0.2952920	0.4261261	0.6457864
0.3862652	0.8045298	0.3854144	0.7270511	0.1256376	0.4396440	0.5843994	0.0000000	0.5120808	0.7262883
0.2795112	0.7973205	0.3818474	0.4726032	0.2636026	0.4051863	0.2405594	0.8887826	0.0000000	0.8284397
0.3855465	0.7025994	0.2913634	0.5623400	0.2573068	0.5405446	0.3745371	0.3745225	0.2127151	0.0000000
