YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C
0.4724018	0.1348666	0.3348084	0.5217896	0.3982497	0.6635899	0.1604520	0.5946861	0.6116032	0.7290782
0.3662153	0.1476922	0.2623228	0.6762805	0.5660275	0.7047211	0.2368705	0.6207491	0.7189182	0.6977590
0.4142213	0.1985908	0.3659399	0.7751207	0.3808506	0.7167073	0.0048784	0.4977526	0.6752078	0.4994879
0.2847543	0.3793628	0.5464979	0.3995836	0.5013862	0.5989976	0.0283767	0.7960766	0.8581366	0.7338236
0.4501702	0.3262293	0.4052385	0.5368061	0.4617780	0.5928449	0.0043992	0.5813751	0.7275408	0.6882064
0.3333170	0.1361019	0.2249775	0.7496136	0.2928397	0.5795623	0.5271641	0.7429051	0.6076895	0.4209101
0.4633882	0.3731291	0.3995906	0.3989120	0.3526864	0.5598433	0.1108147	0.6998511	0.8023803	0.8116793
0.4200498	0.2487759	0.4446096	0.6071456	0.6000640	0.7717473	0.0058550	0.5548831	0.7213112	0.7377308
0.3361998	0.0386639	0.3369735	0.6751104	0.2628468	0.6009966	0.0016552	0.5451427	0.7490688	0.6599719
0.2998480	0.4718260	0.5221211	0.3840970	0.3468434	0.6573196	0.1227710	0.5621786	0.6549287	0.9130973
