YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C
-0.33637550799176097	0.0	0.5931927961721275	0.0	0.0	0.620925333230474	0.5796317199618229	0.0	-0.6294960682280362	-0.7001526006497443
0.0	0.0	0.26200940245345267	-0.5992237452883273	0.0	0.0	0.0	0.0	-0.4792723632417619	-0.3303312116768211
0.0	-0.20675632753409445	0.8621027110568438	-0.46504108631052077	0.632854801934712	0.0	0.0	0.0	-0.2096084556542337	0.0
0.0	0.0	0.5704427242237333	0.0	0.0	0.03355981187959858	0.0	0.0	0.0	0.0
-0.765451468527317	0.0	0.0	0.0	0.2790258688447404	0.0	0.0	0.0	0.0	0.0
0.0	-0.3915346341673285	0.0	-0.872780287405476	0.0	0.0	0.0	0.7106809111142218	0.0	0.0
0.0	0.0	0.0	0.0	0.893102971470483	0.0	0.20348469609400718	0.9107511618936122	0.0	0.0
0.0	0.0	0.06934488233692976	0.0	0.290006322652601	0.6018946989166523	0.0	0.0	-0.9477273714728653	0.0
-0.7538238866254687	0.0	0.0	0.0	0.21829063757931472	0.23034996131499955	0.0	0.0	0.0	-0.030366582330316305
-0.5460851178504527	-0.1767414091154933	0.0	-0.7794129478279501	0.0	0.0	0.0	0.10365634367965756	0.0	0.0
