"Time"	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W

0	0.0191229	0.8571474	0.2057249	0.3305359	0.6118970	0.2404549	0.8136499	0.2043162	0.4268491	0.7012177
50	0.0280029	0.7928741	0.2596929	0.2731624	0.4372540	0.2129332	0.7257674	0.1482943	0.5209937	0.6868449
100	0.0145499	0.7743422	0.3117068	0.2333677	0.4346344	0.0928281	0.7080161	0.2270473	0.6099965	0.6583185
150	0.0341848	0.7623947	0.1864716	0.2155597	0.1902056	0.0544929	0.8349117	0.2134467	0.5351426	0.6685568
200	0.0052894	0.7937145	0.1978823	0.2027385	0.0880453	0.0229172	0.9264090	0.2483302	0.5897849	0.7268472
250	0.0119377	0.7453292	0.1853780	0.0893006	0.0680749	0.0117040	0.9306163	0.2829569	0.6537052	0.7486890
300	0.0079026	0.6451284	0.1525897	0.1000305	0.0415237	0.0103341	0.8631549	0.2836080	0.5832799	0.9018828
350	0.0008135	0.7527944	0.0822616	0.0903431	0.0290796	0.0150507	0.8435005	0.2692599	0.7177725	0.9528054
400	0.0008506	0.6390030	0.0868499	0.1658741	0.0103246	0.0346430	0.8342664	0.3555516	0.6099347	0.8021538
450	0.0021181	0.6815546	0.1157302	0.1077715	0.0134658	0.0337143	0.7641738	0.2820329	0.8401073	0.7409097
500	0.0016358	0.6007736	0.0536204	0.0713410	0.0142111	0.0121223	0.6689820	0.3232865	0.7628668	0.7782336
550	0.0173875	0.7376592	0.1034470	0.1739758	0.0184311	0.1230327	0.8827812	0.3978753	0.6305734	0.6807880
600	0.0035597	0.6557950	0.1054688	0.2002563	0.1800246	0.1715813	0.7120360	0.2920828	0.6263062	0.7206644
650	0.0139504	0.7616319	0.1124363	0.1640040	0.2671534	0.2693227	0.8429688	0.3913354	0.5694950	0.7303996
700	0.0068263	0.7100698	0.2725215	0.1510132	0.3702345	0.2496930	0.6521935	0.2416168	0.5228426	0.6709011
750	0.0109592	0.7482269	0.1956634	0.2507881	0.5500709	0.2831992	0.7800027	0.2724266	0.4096322	0.7541060
800	0.0106849	0.7158462	0.2067940	0.2243303	0.5592806	0.3679652	0.7417677	0.2072566	0.3829704	0.7458195
850	0.0329055	0.8176717	0.2183270	0.2428920	0.4126137	0.2617884	0.7319870	0.2197641	0.3525001	0.7882352
900	0.0389414	0.7935842	0.2632497	0.2856758	0.4512370	0.3399601	0.8349452	0.2381159	0.3645279	0.8438134
950	0.0100266	0.7998432	0.2039023	0.3654574	0.5849006	0.2628770	0.7129184	0.2717626	0.3511173	0.7134923
1000	0.0466566	0.6186363	0.2013513	0.3888775	0.4964519	0.2171943	0.6887115	0.1959882	0.3745953	0.6134344

0	0.0137829	0.7246523	0.2189642	0.2862214	0.5687539	0.2628780	0.8433097	0.2325805	0.4283207	0.6491377
50	0.0080241	0.6271557	0.3067933	0.3230275	0.6619063	0.1492391	0.6003143	0.1612798	0.4308895	0.8580716
100	0.0396230	0.6063783	0.2226640	0.2934756	0.3166860	0.0766354	0.8214416	0.2309168	0.4230400	0.8206101
150	0.0189956	0.7445934	0.3311410	0.3135922	0.1804132	0.0811327	0.8645098	0.2918520	0.4215039	0.7721783
200	0.0198908	0.9614487	0.2809173	0.4879015	0.1509095	0.0918547	0.7078601	0.2025836	0.3912436	0.8414501
250	0.0086357	0.7548840	0.3247043	0.3951931	0.1125727	0.0551955	0.6401263	0.2122561	0.3842431	0.8692523
300	0.0369561	0.6683193	0.3116669	0.5571579	0.0487463	0.0519975	0.8453075	0.2972447	0.3966047	0.7347764
350	0.0322110	0.7672202	0.2805596	0.5636211	0.0434701	0.0531099	0.8027351	0.2369337	0.3783580	0.7663665
400	0.0326397	0.8103017	0.3181382	0.6948592	0.0263560	0.0507715	0.6905692	0.3473563	0.3513184	0.9800674
450	0.0099849	0.6693386	0.3634208	0.5630361	0.0842035	0.0462884	0.6989903	0.2459458	0.4521271	0.8163436
500	0.0139112	0.6982452	0.2814474	0.6864728	0.0525154	0.0624600	0.9064125	0.3077912	0.5285610	0.7563340
550	0.0162526	0.7339502	0.3454431	0.5149384	0.0790891	0.1068236	0.7132324	0.2548657	0.4664924	0.8012400
600	0.0267088	0.6530537	0.4717327	0.4728775	0.2070677	0.2074111	0.7940666	0.3189110	0.5065787	0.9790933
650	0.0111762	0.6975070	0.3769842	0.4712571	0.3031863	0.2679182	0.7005279	0.3404084	0.4423041	0.9475261
700	0.0116941	0.8181597	0.3196079	0.3554114	0.5127655	0.2530890	0.6609438	0.3397371	0.4046067	0.7106945
750	0.0307298	0.7275305	0.3253657	0.3329037	0.6211290	0.2955273	0.6351105	0.2242165	0.4514228	0.7713187
800	0.0156141	0.6806279	0.2766067	0.3542465	0.5914999	0.3583583	0.7539972	0.2052440	0.4724093	0.7236107
850	0.0237704	0.7027639	0.1799331	0.3556804	0.5160319	0.3228470	0.7842755	0.1708761	0.3934451	0.8097725
900	0.0133180	0.7873397	0.3182455	0.3529241	0.5077157	0.2357324	0.7443910	0.2836469	0.4516781	0.6492227
950	0.0031972	0.6183516	0.2991083	0.2542739	0.4975493	0.2159743	0.6061900	0.1898000	0.3831048	0.8793190
1000	0.0221121	0.8800142	0.2710921	0.2284610	0.4799054	0.3267109	0.6654293	0.1848892	0.3813404	0.7418885

0	0.0273993	0.6919797	0.3300517	0.2717927	0.5561944	0.3203706	0.7550179	0.2583084	0.4458252	0.8352443
50	0.0086633	0.7263619	0.2960971	0.3068258	0.5145656	0.2694727	0.8748163	0.2004616	0.2494963	0.6760596
100	0.0043594	0.7007345	0.3104946	0.3183682	0.5902859	0.3319814	0.7966099	0.1612969	0.1403942	0.7458409
150	0.0171960	0.6468783	0.2589273	0.1573906	0.5653025	0.3654351	0.6868871	0.1446101	0.0789759	0.7916047
200	0.0268753	0.7331974	0.2402309	0.1967222	0.5348482	0.2069629	0.7031030	0.2038990	0.0487161	0.6585256
250	0.0361664	0.6785168	0.2427685	0.2572288	0.5650610	0.2226564	0.6993432	0.2213426	0.0571682	0.7392292
300	0.0326908	0.7749306	0.2359574	0.3046899	0.5331213	0.2176996	0.6804721	0.1845747	0.0584827	0.7727838
350	0.0310505	0.7166426	0.2951867	0.3402396	0.5152234	0.2774771	0.8133585	0.2053259	0.0589458	0.8051237
400	0.0134896	0.7155325	0.2004091	0.2781966	0.6321386	0.2654388	0.7904999	0.2132194	0.1067184	0.6702206
450	0.0144604	0.8057243	0.2266916	0.3878097	0.5895071	0.3097325	0.7546884	0.2357559	0.1103654	0.7004721
500	0.0150275	0.7992463	0.1937930	0.3040594	0.5377044	0.3459037	0.5731809	0.1728389	0.0534280	0.8289124
550	0.0063623	0.7207713	0.1600120	0.2981723	0.5545555	0.3250298	0.7283223	0.1403990	0.1299529	0.7350011
600	0.0201333	0.7601208	0.1834932	0.2645774	0.6501644	0.2831434	0.8829390	0.1598028	0.2834015	0.6961798
650	0.0396844	0.7969336	0.1952201	0.2448249	0.7140246	0.3188612	0.7092006	0.1461351	0.2799112	0.7086916
700	0.0144567	0.7993743	0.3163636	0.2766676	0.4637580	0.2870448	0.6818364	0.2171660	0.2638473	0.7384070
750	0.0191219	0.7618710	0.2379213	0.2399176	0.4566121	0.2562016	0.7581937	0.2162998	0.3628077	0.7025900
800	0.0333133	0.8347185	0.2105292	0.3054557	0.4907610	0.2792304	0.6646695	0.2173974	0.3649182	0.7035125
850	0.0091159	0.8309651	0.2535519	0.3157893	0.5051451	0.2777890	0.7519866	0.2350087	0.4296544	0.7588148
900	0.0269294	0.7900733	0.1997407	0.2062767	0.5694879	0.3516396	0.6018165	0.3238131	0.3782981	0.9547940
950	0.0264989	0.8633718	0.2484202	0.3045102	0.4600783	0.3862329	0.6886992	0.2841605	0.3116760	0.7783675
1000	0.0136390	0.7342823	0.3311815	0.2843998	0.6453002	0.3441029	0.8032908	0.2768312	0.4944458	0.7418626

0	0.0266360	0.8179990	0.2039728	0.3064560	0.5668126	0.3009638	0.8002574	0.2004325	0.4613438	0.8005820
50	0.0144143	0.7643462	0.2441865	0.2078019	0.5031656	0.2585028	0.6992755	0.3467646	0.3558616	0.8206929
100	0.0214878	0.6270867	0.2420760	0.1621122	0.4356081	0.2955944	0.7641313	0.2047244	0.4103000	0.7328295
150	0.0130103	0.6703185	0.2991954	0.1903021	0.6629882	0.3437886	0.7524597	0.1944547	0.3325397	0.7077156
200	0.0148613	0.6263354	0.2567273	0.2149929	0.6286538	0.2994768	0.6879784	0.1422958	0.3817848	0.6763544
250	0.0161575	0.7302555	0.2528839	0.2070840	0.5547723	0.2782074	0.6823106	0.1828365	0.3709688	0.7361248
300	0.0256808	0.6741249	0.3328430	0.1713105	0.5139678	0.3021955	0.7134948	0.2610604	0.3300008	0.6805570
350	0.0144800	0.6884372	0.2222765	0.3100346	0.5460073	0.2700891	0.7409877	0.2358006	0.3070845	0.6285408
400	0.0107062	0.7325072	0.2616267	0.1836495	0.4795300	0.2083884	0.6473562	0.2194151	0.3913376	0.9122583
450	0.0399853	0.7151947	0.2745071	0.2143748	0.5084440	0.3107657	0.7406332	0.1931211	0.4747707	0.7650678
500	0.0170395	0.7843114	0.2976616	0.2609792	0.6974826	0.2641784	0.8757213	0.1730941	0.2910419	0.7072740
550	0.0184613	0.7620115	0.2472161	0.3197393	0.5365203	0.2245710	0.7775260	0.1992147	0.4092702	0.7183875
