YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W
0.1150385	0.5993076	0.4534880	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0003503	1.0000000
0.0882032	0.2996693	0.4534880	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0003503	1.0000000
0.2299890	0.5993076	0.2268372	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0003503	1.0000000
0.2299891	0.5993076	0.4312712	0.0230506	0.0935285	0.3477036	1.0000000	1.0000000	0.0003503	1.0000000
0.2299891	0.5993076	0.4534851	0.0460752	0.0468012	0.3477036	1.0000000	1.0000000	0.0003503	1.0000000
0.2299892	0.5993076	0.4534880	0.0460772	0.0935432	0.1738668	1.0000000	1.0000000	0.0003503	1.0000000
0.2299890	0.5993076	0.4534880	0.0460772	0.0936817	0.8242822	0.5000127	1.0000000	0.0003503	1.0000000
0.1387707	0.4614428	0.2157516	0.0460772	0.0935845	0.3477036	1.0000000	0.5000002	0.0003503	1.0000000
0.2299904	0.5993076	0.4534879	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0001769	1.0000000
0.2299890	0.5993076	0.4534880	0.0460772	0.0935845	0.3477036	1.0000000	1.0000000	0.0032557	0.5000085
