"Time"	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W

0	0.2310057	0.8816387	0.0795183	0.2344309	0.6324585	0.2871812	0.4349296	0.4506759	0.5637251	0.6984913
50	0.1164177	0.6910817	0.0680547	0.1501713	0.7268583	0.1120494	0.3897308	0.5018545	0.4620828	0.7635564
100	0.1229115	0.6542250	0.0412994	0.2282036	0.7011718	0.1944989	0.4431723	0.5939273	0.5175037	0.6141128
150	0.1178907	0.7160876	0.0487960	0.1832338	0.6781298	0.1785251	0.4076731	0.5374332	0.5349237	0.6911866
200	0.1166295	0.6291893	0.0670715	0.1444743	0.6638744	0.2325128	0.4813251	0.5078007	0.4830043	0.7736910
250	0.1441220	0.6176702	0.0420937	0.2297364	0.5381869	0.2651986	0.4170179	0.5327257	0.4381266	0.6799128
300	0.0828324	0.5910486	0.0443481	0.2117361	0.6121855	0.1931283	0.5113944	0.5079352	0.5235304	0.7228329
350	0.1011918	0.7004871	0.0594320	0.2084992	0.5803211	0.1860672	0.5440275	0.4141597	0.5419265	0.7673036
400	0.1151417	0.7514728	0.0400318	0.2124482	0.6263358	0.1424515	0.3530754	0.5446898	0.5898031	0.6167571
450	0.1091824	0.7676970	0.0484007	0.2159947	0.6084020	0.1948248	0.4620281	0.5631056	0.4680102	0.6318311
500	0.0929575	0.7616946	0.0421351	0.2274020	0.6765115	0.2182516	0.4681557	0.5611588	0.5718515	0.8832960
550	0.1249007	1.0515434	0.0615238	0.2291882	0.6546403	0.1216844	0.4258959	0.5742848	0.5331656	0.6590566
600	0.2013357	0.7262823	0.0635044	0.2364385	0.7369522	0.1722090	0.4410095	0.5389803	0.4518642	0.5747967
650	0.1932316	0.7666593	0.0491125	0.2053295	0.6332707	0.1093372	0.4157707	0.5491724	0.5400755	0.7519428
700	0.1630141	0.7538606	0.1077709	0.2385806	0.6658632	0.1529927	0.4191702	0.5182728	0.6262951	0.7222957
750	0.2231351	0.7288515	0.1037786	0.2407003	0.5336427	0.1177587	0.4513405	0.5939724	0.5554842	0.7085699
800	0.2201265	0.7092771	0.0543954	0.2810279	0.6420939	0.1324167	0.3490614	0.4405557	0.6248952	0.9183676
850	0.1738305	0.7702594	0.0673941	0.2599654	0.6000519	0.1880785	0.4007328	0.4849680	0.6431287	0.6701409
900	0.2643241	0.6701309	0.0361485	0.2255891	0.5977728	0.1690681	0.4560392	0.5412200	0.6042619	0.7440671
950	0.1830089	0.7374225	0.0579427	0.2583964	0.5866843	0.1752227	0.4768624	0.5699173	0.6233304	0.7544135
1000	0.2082071	0.6860588	0.0415232	0.1808490	0.4886012	0.1107992	0.4042675	0.5250138	0.5336929	0.6580201

0	0.1569639	0.7755787	0.0505480	0.1941972	0.5853024	0.1803110	0.4737918	0.3607307	0.6021041	0.7193984
50	0.2300557	0.7353899	0.1004570	0.1897097	0.5854597	0.1476024	0.4038556	0.5148087	0.4978399	0.7428164
100	0.2921185	0.6515932	0.1953522	0.1579078	0.5797799	0.1812491	0.1963786	0.6128195	0.4074337	0.7353077
150	0.3348243	0.6268124	0.2493950	0.3561072	0.6547002	0.2981228	0.0758549	0.5874848	0.2836073	0.7162571
200	0.4838888	0.7345692	0.6072721	0.3666346	0.7909557	0.2187120	0.1437555	0.5853005	0.2292923	0.6683915
250	0.5945665	0.7884432	0.4790398	0.3894653	0.6605768	0.2407702	0.1155431	0.5590703	0.2395346	0.7002508
300	0.6318885	0.5430992	0.5536974	0.4835049	0.6633842	0.3108783	0.1007940	0.5356445	0.2354449	0.7507235
350	0.6089849	0.6815452	0.5035634	0.4865915	0.7509646	0.2966908	0.0691252	0.5049405	0.2437350	0.6368542
400	0.6371287	0.6203113	0.6391083	0.6149258	0.7889511	0.2855480	0.1061957	0.5379145	0.2139492	0.6893821
450	0.5907999	0.6730869	0.6339193	0.4938605	0.7074860	0.2825659	0.0548997	0.5651431	0.2228743	0.6824892
500	0.6430290	0.8575939	0.5985810	0.6719338	0.5674504	0.2832550	0.0827074	0.5178881	0.2380423	0.6611357
550	0.5109549	0.7254625	0.5652841	0.5336147	0.6955068	0.2888739	0.2678789	0.5960236	0.3581198	0.6228086
600	0.3790002	0.7616383	0.3267848	0.5484911	0.6636614	0.2600545	0.2515257	0.5520410	0.4161277	0.6910104
650	0.4027625	0.7911528	0.2776358	0.4898678	0.6771656	0.1814273	0.4003868	0.5409509	0.5228234	0.6403409
700	0.2551809	0.6072998	0.1585931	0.2714956	0.6519167	0.1469413	0.3898558	0.5842629	0.6659556	0.6944111
750	0.2549622	0.6144220	0.0684088	0.2163056	0.6853124	0.1880610	0.4809603	0.5382510	0.5488514	0.6436645
800	0.1952769	0.7209821	0.0777715	0.3436108	0.6334587	0.1448403	0.3584075	0.7254680	0.7556668	0.7342662
850	0.1619565	0.7466431	0.0465899	0.2782668	0.5800343	0.1628550	0.3777150	0.5281948	0.6325614	0.9388383
900	0.1420389	0.8053340	0.0386771	0.2779076	0.4769807	0.1914539	0.4280368	0.6118005	0.5533271	0.7791519
950	0.1608781	0.6593925	0.0884089	0.2130564	0.4791900	0.1903286	0.4346675	0.5591001	0.5558677	0.7604952
1000	0.1816297	0.5989957	0.0325928	0.2213663	0.6661443	0.1544199	0.4523553	0.4981323	0.5995537	0.5952403

0	0.1953006	0.8323691	0.0678340	0.2378560	0.6839051	0.2160330	0.5780839	0.4259868	0.5266970	0.6423577
50	0.1912359	0.7251166	0.0426508	0.1455535	0.7130422	0.1406834	0.4577678	0.4465575	0.5202603	0.5826166
100	0.2536204	0.7101794	0.0405238	0.1459820	0.5959461	0.2421079	0.4329037	0.4231945	0.5186596	0.6459884
150	0.3582920	0.6535548	0.0365611	0.0590572	0.7694102	0.1930350	0.4894030	0.5183235	0.5529830	0.5861573
200	0.1900845	0.8267888	0.0320514	0.1140243	0.7412890	0.1003149	0.5062661	0.4951840	0.5230519	0.5819224
250	0.2109803	0.8343938	0.0586733	0.0738372	0.5159088	0.0991088	0.3582599	0.5584211	0.5004896	0.4801533
300	0.3021286	0.7406539	0.0553654	0.0890840	0.7510235	0.1848481	0.2787553	0.5232551	0.4745941	0.4879388
350	0.3191517	0.7326378	0.0847287	0.1066660	0.5563041	0.2147697	0.2902251	0.5989120	0.5081543	0.5798567
400	0.3536198	0.5483608	0.1019322	0.0854051	0.7740326	0.1773338	0.3169817	0.5428619	0.5382982	0.5273105
450	0.4106540	0.6871264	0.1595449	0.1564610	0.6984647	0.1574843	0.3653448	0.5293442	0.4684689	0.5262134
500	0.3718028	0.7432907	0.1024765	0.1368955	0.8095286	0.2159415	0.3417740	0.6029784	0.4105266	0.4579003
550	0.3507005	0.7817839	0.0973705	0.2008694	0.6653267	0.1961053	0.3460108	0.5680233	0.5301952	0.6488291
600	0.2919716	0.6864856	0.1184916	0.1785382	0.7067031	0.1955300	0.3839027	0.5537904	0.7123081	0.6143283
650	0.1701309	0.8255921	0.0646262	0.3291622	0.5994184	0.2478733	0.4311111	0.6081259	0.6002070	0.7889703
700	0.2057847	0.8276195	0.0664976	0.2803876	0.5848561	0.1835639	0.3293258	0.5758595	0.5749566	0.7607842
750	0.2257112	0.7390051	0.0554646	0.3206811	0.7388516	0.2463607	0.4183109	0.5435702	0.6678997	0.7843034
800	0.2513002	0.6310885	0.0677944	0.2884296	0.7857738	0.2083437	0.4924755	0.4356407	0.5069887	0.7207668
850	0.1851872	0.7350327	0.0990127	0.2348532	0.8816438	0.1517419	0.3473408	0.4886960	0.5483750	0.8795553
900	0.1709787	0.7113265	0.0425557	0.2622476	0.6535328	0.1298206	0.3400276	0.5681188	0.5380697	0.6478835
950	0.1859088	0.7756382	0.0723169	0.2440719	0.6437034	0.1424545	0.3487551	0.5970184	0.6142256	0.7807372
1000	0.1249911	0.6696554	0.0749992	0.2642716	0.6266712	0.2183409	0.3846927	0.4937143	0.6853022	0.5627651

0	0.1853639	0.7700371	0.0614206	0.1777411	0.6611519	0.1677200	0.5018684	0.4598516	0.4956340	0.6973712
50	0.1073119	0.8406337	0.0337681	0.1714962	0.6003085	0.2128192	0.2592909	0.5090109	0.7452661	0.6056336
100	0.0879290	0.7621226	0.0907623	0.1285179	0.7254005	0.1635366	0.2313530	0.5035441	0.6657061	0.6574989
150	0.0468152	0.7259949	0.1602815	0.1566902	0.6146106	0.1705513	0.1885726	0.6595316	0.5155364	0.6440360
200	0.0752434	0.8314211	0.2005803	0.1954013	0.6881767	0.2107911	0.1126011	0.6481015	0.5955077	0.6788719
250	0.0451294	0.7941312	0.2848087	0.2886331	0.7038423	0.1531094	0.0952399	0.7116921	0.5476229	0.7417391
300	0.0652314	0.7855099	0.3952460	0.1953826	0.6916521	0.2142995	0.1904016	0.7372302	0.5314279	0.8559706
350	0.0464424	0.7481033	0.5013908	0.3101112	0.8408717	0.2180448	0.0936341	0.7780237	0.6277185	0.7986997
400	0.0398603	0.7694889	0.3970187	0.2595776	0.6426502	0.1643075	0.1286454	0.7870784	0.5758566	0.7709421
450	0.0409820	0.6646997	0.3734297	0.3490572	0.7680415	0.1839976	0.1437173	0.7373183	0.5394912	0.7787264
500	0.0663230	0.7238600	0.4531851	0.2725191	0.6699441	0.2154146	0.1246799	0.5816907	0.6129912	0.6731200
550	0.0641918	0.5878635	0.3909029	0.3277799	0.8017120	0.1646739	0.2775624	0.4960632	0.5308510	0.7048747
600	0.1176252	0.6255347	0.2332564	0.4181383	0.6513781	0.2723986	0.3759066	0.6001357	0.6647368	0.8555409
650	0.0979450	0.6597922	0.1524880	0.3914220	0.7644399	0.1672736	0.3503293	0.4816123	0.6840718	0.6111290
700	0.0839522	0.7145786	0.0898155	0.3325194	0.6302179	0.2409751	0.5318405	0.4817150	0.6847621	0.6876443
750	0.1838113	0.7667099	0.0837705	0.2066132	0.4565027	0.1248611	0.5191080	0.4355338	0.5354762	0.6770568
800	0.1214550	0.6915319	0.0391985	0.2063597	0.5938633	0.1818891	0.4261084	0.4278327	0.5970523	0.6777723
850	0.1887059	0.6985455	0.0606035	0.2090715	0.6756896	0.1796725	0.5662215	0.4521948	0.5431632	0.6827772
900	0.1914193	0.6781797	0.0215036	0.2391382	0.6875172	0.1357083	0.4356574	0.4976325	0.5780544	0.6387324
950	0.2160059	0.6615329	0.0347436	0.1917639	0.6384821	0.1811831	0.4962720	0.4386106	0.4845134	0.7108208
1000	0.2626944	0.5907871	0.0634789	0.1253348	0.5921104	0.1915346	0.6121024	0.4167820	0.4851964	0.7110372

0	0.1914855	0.8390152	0.0715112	0.2192254	0.6834141	0.2399719	0.4633104	0.4510038	0.5649310	0.7041492
50	0.1921905	0.7470387	0.0736492	0.1968530	0.6465596	0.1281689	0.3467646	0.4300532	0.6425456	0.7473918
100	0.2014587	0.7435238	0.0751816	0.1848266	0.6747026	0.0544233	0.4952397	0.5332957	0.5209312	0.7528987
150	0.1479096	0.8229183	0.1215489	0.1900404	0.3162185	0.0176716	0.4229165	0.4692517	0.5715588	0.8011472
200	0.1583735	0.6999870	0.0581744	0.2325680	0.1456480	0.0146931	0.3707637	0.5086009	0.5228985	0.6833604
250	0.1535127	0.7945429	0.0743472	0.2199237	0.0798598	0.0106982	0.3359158	0.6689055	0.6200612	0.6039220
300	0.1287336	0.8132877	0.0536764	0.3099961	0.0327658	0.0096657	0.5664951	0.5375001	0.4717699	0.7281999
350	0.1678908	0.7515115	0.0469621	0.2571937	0.0673844	0.0101646	0.3736563	0.5397420	0.5925590	0.6639413
400	0.1946805	0.6545312	0.0658313	0.2440366	0.0575664	0.0017937	0.4275369	0.5729149	0.6003526	0.7237320
450	0.1558844	0.7080827	0.0617899	0.2920981	0.0227332	0.0049634	0.4143848	0.6008809	0.5347412	0.7211126
500	0.1773635	0.6761235	0.1178998	0.1916557	0.0173496	0.0302055	0.3803072	0.5472607	0.5778061	0.7297227
550	0.2347046	0.7380415	0.0518344	0.1996398	0.0495090	0.0658959	0.5223496	0.4789621	0.6969508	0.6025358
