YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C	YPL248C
0.0000000	0.0783544	0.5926219	0.9459203	1.0763114	1.0436503	0.9284814	1.0143776	0.9737210	0.9957058
0.9886679	0.0000000	0.6162267	1.1152165	0.9562928	1.0112679	0.9775286	0.9897369	1.0175143	1.0220628
0.9850267	0.0719561	0.0000000	1.0489532	1.0543758	0.9738304	1.0511996	0.9752754	0.9300924	0.9502859
1.0475639	0.0326923	0.0016067	0.0000000	0.9678342	1.0484755	1.0793925	0.9836451	1.0242078	0.9656919
0.6681847	0.6032927	0.6102084	1.0878373	0.0000000	1.0652043	0.9274402	1.0017290	0.9839044	1.1298697
0.5317467	0.6412945	0.6013644	0.9436415	1.0080595	0.0000000	1.0759490	1.0645025	1.0194475	0.9577030
0.5662766	0.6465733	0.5847133	1.0282684	1.0017400	0.0019273	0.0000000	0.9821169	0.9428927	1.0119859
0.4798363	0.6451676	0.6001908	0.9540716	0.9876556	1.0464273	1.0240907	0.0000000	1.0270792	1.0078835
0.4949186	0.6436152	0.6324333	1.0721257	1.0355947	1.0830456	0.8971543	1.0824972	0.0000000	1.0223141
0.6889086	0.6282523	0.6193972	0.9977708	0.9399240	1.0486317	1.1058976	0.9776281	0.9949793	0.0000000
