YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C
0.0009240	0.0098759	0.0372748	0.7122778	0.3904168	0.8951417	1.1077518	0.9998965	0.8824238	0.6031040
0.0073302	0.0321953	0.0809991	0.6428399	0.1035488	0.7412235	0.6083833	1.0457411	0.4226220	0.1912719
0.8584273	0.7480377	0.9417098	0.0172968	0.6552036	1.0620354	1.0034231	1.0821390	0.0021098	0.0332691
0.1242254	0.1719613	0.0452579	0.7389127	0.5146589	0.9998568	0.9257850	0.8779228	0.6199206	0.4153032
0.8454181	0.5712822	0.9731718	0.0026699	0.3659680	0.8225209	0.7888015	0.4834971	0.2003016	0.0722806
0.3984633	0.3305678	0.0843318	0.6411602	0.3349326	0.9019427	0.7675788	1.1029471	0.9253832	0.5406767
0.0511759	0.1492706	0.0811155	0.4990805	0.5580627	1.0191519	1.0328105	1.0251591	0.0000028	0.0040687
0.1543619	0.1535612	0.4134089	0.2180433	0.4226996	0.8045122	0.7987489	0.9819373	0.3545036	0.2173453
0.4074782	0.2724473	0.0185518	1.0278352	0.0851832	0.7090227	0.6010821	1.0720690	0.0001084	0.0027545
0.2492299	0.1515760	0.3774057	0.2461042	0.3057311	0.8778628	0.8806033	1.0090149	0.0141948	0.0979801
