"Time"	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W

0	0.1021855	0.2692300	0.8161629	0.1854200	0.3848001	0.4543079	0.8346527	0.0119494	0.1380128	0.4128180
50	0.0598066	0.2123627	0.8228584	0.1742915	0.1423679	0.7119774	0.8345881	0.0084071	0.1370561	0.3637886
100	0.0330961	0.2226850	0.7202329	0.2369794	0.0909001	0.6807619	0.7832026	0.0203855	0.0700238	0.3387815
150	0.0482707	0.1779042	0.6124327	0.4272275	0.0684342	0.6515415	0.7229621	0.0109087	0.0462875	0.4112209
200	0.0867323	0.2011294	0.7169903	0.4561784	0.0660424	0.7213484	0.7900299	0.0126255	0.1184090	0.4008157
250	0.0325215	0.2282614	0.6750782	0.5187673	0.0572519	0.8163464	0.8219046	0.0131001	0.1523122	0.3762932
300	0.0661455	0.2130266	0.5746829	0.4843957	0.0582517	0.6416654	0.7697863	0.0063854	0.1156301	0.4588115
350	0.0255351	0.2272078	0.5968007	0.4050683	0.0802249	0.6493163	0.6970025	0.0127522	0.1391589	0.4994234
400	0.0179669	0.2623412	0.5607337	0.4578339	0.0553597	0.5575642	0.6517714	0.0170667	0.1549584	0.4478412
450	0.0356020	0.1793567	0.5379648	0.5236978	0.0458975	0.6914736	0.6681793	0.0365797	0.1524693	0.4075080
500	0.0148601	0.2607018	0.3912329	0.5421534	0.0829746	0.6812654	0.7511205	0.0221952	0.1127517	0.3618672
550	0.0252516	0.2368465	0.4920555	0.5578253	0.1811331	0.6549792	0.7206758	0.0274728	0.1345280	0.4463061
600	0.0409399	0.2902191	0.5728387	0.5432833	0.2925412	0.4753693	0.8399013	0.0307232	0.1132708	0.4013284
650	0.0444561	0.2124571	0.5316934	0.3953741	0.2725501	0.5886688	0.6777661	0.0059934	0.1372733	0.4015219
700	0.0579801	0.1865289	0.5330187	0.2961930	0.3226127	0.4718484	0.7195252	0.0163107	0.1293529	0.3596384
750	0.0330752	0.2469249	0.7019095	0.1945852	0.3815063	0.5118931	0.7989777	0.0139792	0.1716037	0.5192325
800	0.0313460	0.2307354	0.6109478	0.2309246	0.3621378	0.5155701	0.7704893	0.0314413	0.1376297	0.3933177
850	0.0201034	0.2572232	0.7353238	0.2130481	0.3936651	0.4853026	0.7431470	0.0199649	0.1086794	0.4242468
900	0.0362551	0.1978106	0.7772054	0.2704714	0.4123552	0.4586918	0.7977491	0.0114683	0.1498501	0.4344616
950	0.0491681	0.2079129	0.7559482	0.2636385	0.3615431	0.4836516	0.7237277	0.0244978	0.1630469	0.4114550
1000	0.0320379	0.2329631	0.8249914	0.1690682	0.3817739	0.5226420	0.7188198	0.0135792	0.1619507	0.3558864

0	0.0921004	0.2812283	0.7484431	0.2178539	0.4800101	0.5704643	0.7141118	0.0196971	0.1651652	0.5002069
50	0.0653469	0.2469358	0.6683403	0.2241647	0.3746307	0.3773235	0.3352762	0.1671412	0.1107906	0.3507394
100	0.0582411	0.1840241	0.6445292	0.1921031	0.4645489	0.2596110	0.1845576	0.2930290	0.1366386	0.3086795
150	0.0461472	0.2213763	0.7220414	0.1801483	0.4539470	0.1398625	0.0422718	0.3464004	0.1283342	0.2466441
200	0.0882444	0.2661447	0.6323162	0.1842812	0.5729933	0.0799355	0.0111424	0.4018556	0.1051112	0.1655099
250	0.0791901	0.2469558	0.8173407	0.2326715	0.5547927	0.0942057	0.0111243	0.5041828	0.0724741	0.1132441
300	0.0715329	0.2841757	0.6193220	0.1466213	0.5571411	0.1353076	0.0164074	0.4233988	0.0776848	0.0212150
350	0.0422832	0.2561874	0.7217127	0.1513866	0.6789148	0.0700351	0.0063190	0.3015261	0.0849785	0.0338634
400	0.0623662	0.2089479	0.7158768	0.0553290	0.7910020	0.0611812	0.0012505	0.3247369	0.0820943	0.0199436
450	0.0767814	0.3135409	0.7361010	0.1085121	0.7284028	0.0722647	0.0120217	0.4049087	0.0876530	0.0152311
500	0.0353326	0.2680311	0.6830666	0.0825914	0.6129824	0.0745539	0.0063578	0.3910246	0.0855123	0.0435795
550	0.0403170	0.3029947	0.6750559	0.0884440	0.7729378	0.0648600	0.0671010	0.1676204	0.0972809	0.0805169
600	0.0764755	0.3392429	0.6519633	0.0932232	0.7344240	0.0525082	0.2418291	0.0392650	0.0811993	0.0984704
650	0.1059118	0.3243195	0.7084860	0.1149053	0.6177900	0.0607885	0.4543140	0.0202382	0.1129002	0.1644033
700	0.1176376	0.3191087	0.7799506	0.1087803	0.6234347	0.1663019	0.6114157	0.0186168	0.1369111	0.2508325
750	0.0828477	0.3256167	0.6872079	0.1163001	0.5432022	0.3112793	0.6462103	0.0117400	0.1207643	0.2884445
800	0.0686011	0.2262145	0.7594252	0.1200189	0.4455729	0.4089505	0.7081803	0.0148685	0.1269405	0.3232629
850	0.0757740	0.2007670	0.8143053	0.1405938	0.4804872	0.4727191	0.7457158	0.0232504	0.1584229	0.3832755
900	0.0455782	0.2933583	0.7602451	0.1707799	0.4542615	0.4475706	0.6873988	0.0109269	0.1004455	0.4259355
950	0.0428755	0.1842480	0.6810763	0.1324088	0.4386286	0.5293712	0.7990766	0.0057300	0.1381728	0.4643646
1000	0.0270342	0.2704384	0.7805339	0.1862744	0.3781946	0.4445539	0.6349501	0.0101864	0.1543350	0.4141480

0	0.1151609	0.2091165	0.7489186	0.2293545	0.4101996	0.5692350	0.7630322	0.0269057	0.1128347	0.3885440
