YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W
0.0000004	0.0375762	0.6498029	0.8010134	0.9907600	0.0671149	0.0663712	0.2897708	0.5232187	0.0117584
0.0794942	0.0000001	0.6498035	0.8010134	0.9907599	0.0671155	0.0663718	0.2897699	0.5232176	0.0117585
0.0938026	0.0375762	0.0000014	0.8010135	0.9907600	0.0671149	0.0663712	0.2897708	0.5232187	0.0117584
0.3683859	0.4366113	1.0000000	0.0000000	0.9958207	0.0508052	0.0456777	0.3318557	0.5751742	0.0116329
0.3683775	0.4365862	1.0000000	0.0030124	0.0000000	0.0507972	0.0456743	0.3318543	0.5751662	0.0116328
0.0937864	0.0375437	0.6464970	0.8045848	1.0000000	0.0000001	0.0663712	0.2897708	0.5232187	0.0117584
0.0937487	0.0374666	0.6474812	0.8039057	0.9984100	0.0363079	0.0000000	0.2897816	0.5232321	0.0115882
0.4777962	0.6340491	0.9999996	0.0112518	0.0784592	0.9039447	1.0000000	0.0000000	0.4622140	0.7472668
0.3836818	0.4614469	0.9999993	0.0112545	0.0784669	0.9038968	0.9997328	0.0222243	0.0000000	0.7470863
0.0913487	0.0326909	0.6497849	0.8010466	0.9908669	0.0668240	0.0660540	0.2902379	0.5237931	0.0000008
