"Time"	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C

0	0.7110189	0.9459757	0.0742582	0.6655756	0.5939222	0.2844211	0.6292558	0.9994855	1.0198620	0.9806615
50	0.7393808	0.5133790	0.0629355	0.5516202	0.6624931	0.1067969	0.5922757	1.0000058	0.9450760	0.9806338
100	0.6121426	0.3619902	0.0867625	0.6146460	0.7478418	0.0870562	0.6574530	0.8941121	1.0190621	0.9760349
150	0.3883543	0.3064337	0.1112469	0.5467821	0.8028949	0.0708059	0.7526491	0.9599905	0.9962660	0.9544293
200	0.2377690	0.2844364	0.1348016	0.4253412	0.9843915	0.0714124	0.8177852	0.9283264	1.0286803	1.0072155
250	0.2005271	0.2750764	0.2281585	0.4407663	0.9380281	0.1081102	0.7642762	1.0384850	1.0027240	1.0200519
300	0.1667932	0.2666319	0.2326289	0.4576310	0.8363271	0.1065829	0.8774667	1.0593406	0.9770846	1.0628167
350	0.1029935	0.2617925	0.2741396	0.4533526	0.7390115	0.1500155	0.7417627	1.0572497	0.9951732	0.9371884
400	0.1053281	0.2349515	0.2544968	0.3697243	0.8164999	0.1921375	0.7438789	0.9580662	0.9886446	1.0353452
450	0.1076187	0.2430206	0.3343281	0.4099787	0.7671568	0.2229729	0.7546477	0.9180674	0.9690934	1.0084334
500	0.0745072	0.2770709	0.2958367	0.4041688	0.7247095	0.1913449	0.6971864	0.9311058	1.0297430	1.0198726
550	0.1152996	0.6983863	0.2316113	0.4143893	0.6097311	0.7072324	0.7138273	0.9672756	0.9777878	1.0522692
600	0.3510551	0.8980001	0.1184524	0.5366196	0.4768286	0.9001506	0.6724291	0.9936166	0.8587218	1.0845472
650	0.6488471	0.9240678	0.0727227	0.7111272	0.3395988	0.6872490	0.6213458	0.9840596	0.8085113	1.0227181
700	0.6515806	0.9972393	0.0795666	0.8482694	0.3753313	0.5854112	0.5523353	0.9761643	0.7895866	0.9991428
750	0.6509085	0.9354036	0.0771669	0.8503112	0.4300065	0.5613730	0.5331865	0.9347635	0.8760631	1.0140504
800	0.7726027	0.9313648	0.0814873	0.7629868	0.4131529	0.6113477	0.5484130	0.9331209	0.8738682	0.9856189
850	0.7728944	0.9483441	0.1012901	0.7053498	0.3843126	0.5518409	0.5817643	0.9118996	0.8894626	1.0395020
900	0.7522376	1.0327333	0.0956953	0.8588451	0.4300884	0.4234959	0.5599809	0.9232370	0.9307178	0.9820254
950	0.8224966	1.0203882	0.0630668	0.7650526	0.4593327	0.3901762	0.6372912	0.9918467	0.9961023	1.0256491
1000	0.7368666	1.0147667	0.0646336	0.7855360	0.5367171	0.2977512	0.5992221	0.9773995	0.9786444	0.9392548

0	0.7110189	0.9459757	0.0742582	0.6655756	0.5939222	0.2844211	0.6292558	0.9994855	1.0198620	0.9806615
50	0.9134445	0.9153970	0.0994810	0.5849456	0.6077884	0.1756715	0.7155171	0.8710181	0.6044893	0.9740266
100	0.8533787	0.8523703	0.0812819	0.6355909	0.6117388	0.0885704	0.6704583	0.8329427	0.5542350	0.9643737
150	0.9418047	0.8815598	0.0788912	0.6236649	0.6906730	0.0889329	0.6257230	0.7501910	0.5079519	0.9958234
200	0.9289702	0.9836525	0.0889116	0.5405905	0.8294134	0.0803635	0.7026055	0.8125736	0.4662079	0.9300461
250	0.9176914	0.9407773	0.0915824	0.5352317	0.8836018	0.0764153	0.8298335	0.7883836	0.4541691	1.0303644
300	0.9273181	1.0347298	0.0728886	0.4685209	0.8462704	0.0556473	0.8710028	0.7712127	0.4462329	0.9879081
350	0.9027523	0.9837595	0.0626659	0.5001163	0.9806457	0.0413592	0.8055460	0.7466221	0.4426551	1.0122591
400	0.9341626	0.9955966	0.0685619	0.5073194	0.9075290	0.0359602	0.8031553	0.7391960	0.4611794	1.0153526
450	0.8837377	1.0351701	0.0750340	0.5444737	0.9659953	0.0391640	0.8731404	0.7248726	0.4647006	0.9319998
500	0.9643198	0.9792665	0.0696395	0.4699475	0.9454180	0.0411586	0.8270923	0.7076786	0.4000705	0.9226442
550	0.9085312	0.9824533	0.0718997	0.5294316	0.9251640	0.0621872	0.7777075	0.7297626	0.7854306	0.9722729
600	0.7910753	1.0070822	0.0821927	0.5067715	0.9490375	0.1298515	0.7993295	0.8595162	0.9661317	0.9829790
650	0.7993410	0.9264024	0.0787993	0.4802565	0.8538887	0.1420517	0.7680175	0.9020422	0.9198270	1.0140396
700	0.7460347	0.8664427	0.0730953	0.4164223	0.7504695	0.1923734	0.6898491	0.9107411	0.9111749	1.0875906
750	0.7283126	0.8869573	0.0808212	0.4383039	0.8282401	0.1895875	0.7509336	0.9575417	0.9852673	1.1225122
800	0.8567345	1.0695473	0.0676190	0.5467177	0.7224827	0.2313359	0.6646357	0.9739316	0.9632758	1.0433094
850	0.8188113	1.0401177	0.0824842	0.5024557	0.7779753	0.2080891	0.6721192	0.9797089	1.0117201	1.0005295
900	0.7882208	0.9636212	0.0785112	0.5777060	0.6913120	0.2498112	0.6755370	0.9895929	0.9660608	0.9798862
950	0.8192417	0.9334453	0.0770071	0.6329440	0.6653946	0.2321561	0.7184795	0.9473614	1.0209466	1.0358920
1000	0.7111605	1.0344776	0.0876096	0.5763829	0.6128369	0.2777369	0.6855989	1.0000587	0.9730068	1.0230256

0	0.7110189	0.9459757	0.0742582	0.6655756	0.5939222	0.2844211	0.6292558	0.9994855	1.0198620	0.9806615
50	0.7951540	1.0154669	0.0871317	0.6721183	0.3799532	0.1881115	0.6275677	0.9217181	1.0012416	0.9291091
100	0.8239254	1.0395835	0.0669808	0.8517197	0.4469391	0.0963995	0.5830402	1.0204899	0.9531846	0.9787606
150	0.7934341	1.0985322	0.0960363	0.7251625	0.4763286	0.1625196	0.5031576	0.9241709	0.9288975	1.0166924
200	0.7610943	1.0326752	0.0775779	0.6739446	0.4307551	0.1686902	0.5685806	1.0149658	0.8854512	0.9776671
250	0.7603956	0.9809384	0.0790296	0.8155504	0.4945990	0.1279638	0.5807811	1.0296086	0.9259717	0.9447416
300	0.8104720	1.0230793	0.0707630	0.6807608	0.4559461	0.1684315	0.6129528	0.9494942	0.9378299	0.9914252
350	0.7654480	1.0320455	0.0913868	0.7801897	0.5168765	0.1546244	0.6268046	0.9229854	0.9548666	1.0699373
400	0.7201435	1.0045209	0.0657872	0.7538715	0.4628871	0.1450609	0.6691082	0.9821716	0.9599912	1.0046803
450	0.8015800	1.0109723	0.0809616	0.7247144	0.4837376	0.0889175	0.5799634	1.0526530	0.9420270	0.9075878
500	0.7049005	1.0151522	0.0747067	0.7167677	0.4719423	0.1080592	0.5416426	1.0839008	0.9564021	1.0125110
550	0.7183024	1.0350903	0.0738709	0.6644416	0.7076688	0.2753302	0.6299208	0.9936191	1.0373667	0.9954728
600	0.7840989	0.9891686	0.0813322	0.6207329	0.6085917	0.3630994	0.6685514	0.9286481	0.9368398	0.9981236
650	0.8478726	1.0467500	0.0802784	0.5841815	0.5819906	0.3367989	0.5702965	1.0658822	0.9921365	0.9707055
700	0.8912757	1.0121710	0.0838819	0.6527910	0.5620650	0.4298765	0.5852066	0.9876856	0.9420680	1.0322893
750	0.8013438	0.9830717	0.0552882	0.5938159	0.5535364	0.4393735	0.5901450	1.0142355	0.9784873	0.9606403
800	0.8273547	0.9500429	0.0585108	0.6392722	0.5398929	0.4279662	0.6433129	1.0228356	0.9414516	0.9972644
850	0.7552983	1.0241520	0.0713587	0.6412993	0.4958331	0.3913797	0.6046959	0.9902498	0.9163216	1.0168851
900	0.7848289	1.0833020	0.0682258	0.6130064	0.5361344	0.4419373	0.6315465	1.0082542	0.8644091	0.9903903
950	0.7911834	1.0310751	0.0440961	0.6596066	0.5312467	0.4266034	0.5942143	0.9763118	0.8305730	1.0237857
1000	0.7840415	1.1202689	0.0530778	0.6685589	0.5338882	0.3163193	0.6257224	1.0162502	0.8893165	0.9990957

0	0.7110189	0.9459757	0.0742582	0.6655756	0.5939222	0.2844211	0.6292558	0.9994855	1.0198620	0.9806615
50	0.7441177	0.4804569	0.0842830	0.6172805	0.6993815	0.3407455	0.6355431	0.9802000	1.0164414	0.9814607
100	0.6843757	0.2613441	0.1002170	0.6235654	0.6224395	0.3462100	0.6313663	0.9910865	1.0824447	1.0621378
150	0.4244934	0.1678869	0.1566564	0.5553177	0.5835138	0.3244954	0.6725238	0.9344590	0.9887293	1.0203687
200	0.3308476	0.1400032	0.2925684	0.6497717	0.5723582	0.4001096	0.6928747	1.0089247	0.9109721	1.0422698
250	0.2736017	0.1389715	0.4146221	0.6243982	0.5806500	0.5647900	0.6450876	0.9966823	0.9652415	0.9652313
300	0.1797661	0.1147665	0.4552316	0.4981562	0.4566135	0.7381708	0.6533711	1.0475317	0.9508680	0.9794527
350	0.1989193	0.1076339	0.4105074	0.4038197	0.4079157	0.8071673	0.5862293	0.9893546	0.8499382	0.9009433
400	0.2010688	0.1056249	0.3918475	0.4561633	0.3190012	0.9823287	0.5711326	0.9809026	0.8225935	1.0357710
450	0.1968603	0.1160300	0.4441326	0.4945535	0.2947275	0.9621965	0.4997605	1.0259430	0.7819406	0.9865269
500	0.1842748	0.1055730	0.4714428	0.5093485	0.3130448	1.0116864	0.4811183	0.9696237	0.7317573	1.0324062
550	0.1128367	0.5896803	0.3997877	0.4510894	0.3372964	0.9677933	0.4747598	0.9313065	0.7452565	0.9827395
600	0.2274461	0.8854861	0.2264723	0.5272277	0.2783395	0.9864999	0.4308442	0.8782785	0.6963720	0.9568405
650	0.4956202	0.9618169	0.1456859	0.7042636	0.3096504	1.0484493	0.4382535	0.9174416	0.6866026	0.9718738
700	0.6618962	0.9567955	0.0715618	0.9116976	0.2794304	0.9413645	0.4443973	0.8665497	0.7165866	0.9533553
750	0.7063904	0.9225576	0.0739993	0.9149851	0.3314931	0.7699305	0.5020939	0.9688091	0.7272046	0.9767074
800	0.7283388	0.9474216	0.0847536	0.8200776	0.3018718	0.6785546	0.4986173	0.9158565	0.7881693	1.0001909
850	0.7283682	1.0018401	0.0559285	0.8048161	0.3525416	0.6762451	0.5402386	1.0007691	0.8349900	1.0860805
900	0.7890309	1.0232700	0.0725974	0.8132830	0.3688739	0.5644177	0.4875362	0.9756661	0.7792762	1.0069328
950	0.7746863	0.9592002	0.0776302	0.7602105	0.4448778	0.4975135	0.5483486	0.9604146	0.8005236	0.9418991
1000	0.7692367	0.9202482	0.0885991	0.7598213	0.4325014	0.4397239	0.5639260	0.8770984	0.8770119	0.9147780

0	0.7110189	0.9459757	0.0742582	0.6655756	0.5939222	0.2844211	0.6292558	0.9994855	1.0198620	0.9806615
50	0.7805780	0.5659792	0.3130547	0.6020525	0.5914648	0.3117697	0.5678430	0.8444637	1.0136870	1.0408540
100	0.6156332	0.3807247	0.3481112	0.5260013	0.5987789	0.3838430	0.6060800	0.8782170	1.0233009	0.9302505
150	0.4088999	0.3207940	0.4110041	0.3733599	0.5593576	0.4832249	0.6988239	0.9620877	0.9989851	0.8933704
