YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C
0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9748999725561589	0.0	0.0
0.5319130091713109	0.0	0.0	0.0	0.0	-0.08900641021318734	0.0	0.0	0.0	0.0
0.0	0.0	-0.6131933187134564	-0.41264533972607054	0.0	-0.13355467561632395	0.0	-0.08377609821036458	-0.5833457696717232	0.0
0.0	0.13014369487623056	0.0	0.0	0.0	0.0	0.0	0.0	-0.0700758679304272	0.0
0.8787125848950186	0.0	0.0	0.0	-0.35000224760733545	0.0	0.0	-0.2964500430971384	-0.14142862358130515	-0.7215049336664379
0.0	0.01736616140092095	-0.8648334352765232	0.0	0.0	0.0	-0.679739857558161	-0.79033248196356	0.0	0.0
0.0	0.0	-0.4525157371535897	0.0	-0.9783944862429053	-0.8582131036091596	-0.4137639179825783	0.0	0.0	-0.8349471336696297
0.0	0.0	0.0	0.0	0.0	-0.6695060753263533	0.0	-0.8695734285283834	0.0	0.0
0.0	0.0	-0.37342342734336853	0.0	0.0	-0.256009757053107	0.0	0.0	0.0	-0.14497163356281817
0.0	0.0	0.0	0.0428033203421434	0.0	0.0	0.0	0.0	0.0	0.0
