"Time"	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W

0	0.7475485	0.8666727	0.3675771	0.0604022	0.7292126	0.6680018	0.5815338	0.4882552	0.5002212	0.0655886
50	0.7125244	0.7047480	0.5933993	0.0262386	0.6543882	0.2232320	0.2463453	0.4551250	0.5040543	0.0691549
100	0.7188343	0.8490736	0.7100567	0.0450831	0.7668566	0.0272788	0.4393273	0.4318571	0.4489080	0.0925321
150	0.8111734	0.7074868	0.7030869	0.0837778	0.8377775	0.0153726	0.4739665	0.4238938	0.4929143	0.0663422
200	0.7558813	0.6755457	0.8130924	0.0812252	0.8749798	0.0006219	0.4129200	0.5688198	0.3758135	0.0535001
250	0.7263150	0.8156330	0.7823847	0.0426256	0.7690907	0.0031945	0.4440261	0.5201792	0.3882063	0.0499696
300	0.7385995	0.8166924	0.6493454	0.0641382	0.8313988	0.0028849	0.5656900	0.5605593	0.4722356	0.0577705
350	0.7905585	0.8093996	0.6603937	0.0635852	0.8554082	0.0082721	0.5144962	0.5524112	0.4266556	0.0357276
400	0.7392348	0.7708476	0.8016701	0.0381587	0.7983668	0.0027903	0.6579984	0.5368446	0.3142484	0.0341819
450	0.6330482	0.7466548	0.8118310	0.0442693	0.6939256	0.0028969	0.4989952	0.6367661	0.4176237	0.0520397
500	0.7277893	0.7361916	0.7845485	0.0374551	0.7903282	0.0029860	0.4877077	0.5397518	0.3906627	0.0824101
550	0.7316878	0.6897028	0.3279850	0.0319365	0.4869374	0.3947370	0.4608858	0.5199345	0.3830283	0.0456504
600	0.7109724	0.7013741	0.2955472	0.0556348	0.6823526	0.4825695	0.4242690	0.5220084	0.3637835	0.0585758
650	0.7624731	0.8376996	0.4018754	0.0795977	0.7606403	0.4655280	0.5592169	0.5792077	0.4343718	0.0430382
700	0.6205018	0.8468015	0.3926387	0.0532885	0.9056666	0.4876456	0.5095621	0.5210371	0.4770316	0.0754780
750	0.7454583	0.8353400	0.3719925	0.0706074	0.6980391	0.5377073	0.4565120	0.5479188	0.3802687	0.0675278
800	0.8902085	0.8442287	0.2641732	0.0350193	0.7964203	0.5928793	0.4763919	0.5254053	0.5047133	0.0355166
850	0.6073790	0.8556727	0.2006551	0.0528744	0.8733434	0.7351118	0.5361433	0.5473663	0.4864493	0.0458606
900	0.9028145	0.7584490	0.2293851	0.0368569	0.7586814	0.6909622	0.4782938	0.4231945	0.4981636	0.0521116
950	0.6873482	0.7022801	0.2148012	0.0466999	0.7955020	0.7192267	0.4742082	0.4924037	0.5243843	0.0333359
1000	0.6465528	0.7637388	0.2327423	0.0738417	0.8597084	0.7504279	0.4825593	0.4953795	0.5094644	0.0686771

0	0.6908681	0.8587981	0.2505665	0.0670411	0.7666422	0.7229032	0.5476472	0.4831063	0.4944907	0.0655796
50	0.5882221	0.7749213	0.5148208	0.0295172	0.8910099	0.6613637	0.4796309	0.4638938	0.2195357	0.0051774
100	0.6732037	0.6905528	0.4805646	0.0625627	0.7453561	0.5993569	0.4790756	0.5433252	0.1387806	0.0019301
150	0.8296966	0.7842496	0.7786018	0.0964047	0.7811468	0.5649993	0.5479170	0.7695403	0.0822127	0.0011118
200	0.6455516	0.8301928	0.5973963	0.0263139	0.8874389	0.4386501	0.5661925	0.6266081	0.0317920	0.0011555
250	0.7588477	0.6407994	0.6187960	0.0389001	0.7466734	0.4052093	0.5885243	0.9619409	0.0251123	0.0052996
300	0.6656100	0.8320772	0.7963459	0.0418046	0.7494810	0.3614608	0.6089469	0.6249198	0.0542801	0.0038279
350	0.7099368	0.7688875	0.6268329	0.0511377	0.5878868	0.3796284	0.6934376	0.7815877	0.0196256	0.0009374
400	0.6625459	0.7570641	0.7049309	0.0414710	0.7827899	0.3753545	0.6134509	0.7617200	0.0114114	0.0070600
450	0.7571760	0.6673238	0.6801429	0.0330968	0.6445825	0.2346063	0.6327801	0.7413734	0.0082193	0.0013024
