YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C
-0.04336251993210808	0.39864934877552044	-0.11857205163450574	0.20285786629088082	-0.009692694380853302	0.15080741099803285	0.08802725862227415	-0.04247676345474002	0.50394309228893	0.23927909378958986
-0.024383706678817226	-0.14309081519628467	0.1377633702850319	0.10310576297604744	0.13595180932393672	-0.07224096533422372	0.10477430392690841	-0.15831632893387682	0.15353874662979233	-0.046145080439691295
-0.482586098354986	-0.04249290111981493	-0.015984829054368283	-0.11703301517866609	-0.023018206863352673	0.2434598492479207	-0.28354572231934816	0.07141139750713474	-0.11367029462352814	0.2202781981260848
0.2080491313562593	-0.023970039357397364	-0.2590835698144538	0.4002587983344856	-0.11138460929657316	-0.580902991531714	-0.3425412655657667	0.28070653801609513	-0.2350297301763828	0.06260164874206893
-0.0331941808720365	0.22285651350106783	-0.35553783944621276	0.2741781407000785	0.3500813164642602	0.19270566949654233	0.07824425999609415	0.24406884976212675	0.3178306669661867	-0.2766742136678345
0.1246278811859688	0.07601013546599458	-0.13088251735970238	-0.014246278749455991	0.07096843362616279	0.22999976921209772	-0.08620390892911531	0.13256646522008944	-0.15177201823852127	-0.19900755791529323
-0.04719876308371215	-0.16751499868223846	-0.003798761693705679	-0.510241481252261	-0.6204535386365467	-0.07039102096027891	-0.5380033378647597	-0.3902193540247365	0.26903653043766756	-0.020217482359950766
-0.5359877912500833	-0.024213423233973262	0.29394448002210144	-0.10696011289938437	-0.15987732607432495	0.19998364969345506	-0.24628549086038595	-0.015545895409573738	-0.24183114129985941	-0.059853321454540524
0.24903454684414467	0.22278006856779697	0.2286699089116708	0.38937802362607005	0.04174663507583932	-0.3017945951238704	0.359472161466354	0.2714581158547935	0.12544658014820304	0.05831001476550171
-0.15759845206111078	-0.08204916012444988	-0.03503372503926057	0.1313110379885117	0.29623387117335775	-0.17814604131182624	-0.5641725921821592	-0.2832559046437042	-0.18622346778480903	-0.18171487497298086
