YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C
0.0	0.0	-0.3130457883235067	-0.9961143666878343	0.0	0.0	0.0	0.0	0.0	0.0
0.10501941066898884	0.606167952429907	0.0	-0.8056839588098228	0.0	0.0	0.0	0.0	0.0	-0.08544331672601402
0.0	0.2393527795955851	0.0	0.0	0.0	0.34727633772660804	0.1937954565766274	0.0	0.0	-0.4203974346164614
0.8166598589784699	0.0	0.0	0.0	0.0	0.08881636155080808	0.0	-0.24240283900871873	0.0	0.0
0.5463538789815503	0.0	0.0	0.0	0.0	0.8052815506724716	0.0	-0.9941984692122787	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.13339443551376462
0.0	0.0	-0.14132943470031023	-0.645520348334685	-0.2042669770307839	0.0	0.0	0.0	0.0	0.0
0.3423826876721579	0.7698669716645344	-0.6072637969627976	0.0	0.0	0.8830364565854968	0.9119201668328613	0.0	0.0	-0.47656811494380236
0.0	0.6185036440309449	0.0	-0.9257075805217028	0.0	0.0	0.0	-0.391638943227008	0.03081576390598828	-0.34229296329431236
0.0	0.0	-0.7357095016632229	0.0	-0.793046934530139	0.0	0.5983094414952218	0.0	0.0	-0.4646538062952459
