"Time"	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W

0	0.5860379	0.9124865	0.4705237	0.9798343	0.3315156	0.4929726	1.0638138	0.8127660	0.6431063	0.9580917
50	0.5767491	0.5278062	0.3936955	0.7874267	0.3154428	0.4634804	0.8218247	0.5400012	0.6098152	0.9843571
100	0.4282453	0.2883615	0.4701266	0.6481144	0.3316304	0.5391388	0.8759749	0.4097165	0.8333554	0.8025184
150	0.2781176	0.1605466	0.5116125	0.5823078	0.3507100	0.5097639	0.9296173	0.3177262	0.8111185	0.7118332
200	0.1449478	0.1392042	0.6220067	0.5698019	0.3017524	0.4692086	0.9433108	0.3199273	0.9360778	0.7272431
250	0.1007990	0.1013421	0.6887402	0.4671795	0.2732028	0.5100228	0.8786941	0.3469456	0.8740425	0.6478845
300	0.0837388	0.1097756	0.7042680	0.4555773	0.3272595	0.3938183	0.9433698	0.3550858	0.8170881	0.6583368
350	0.0894243	0.1470531	0.7451263	0.4846778	0.3135061	0.4375232	0.9795117	0.3160072	0.8829300	0.7121532
400	0.0378886	0.1430994	0.7518766	0.4588312	0.2832318	0.4858616	1.0132316	0.2820624	0.9956584	0.7222863
450	0.0289202	0.1063437	0.7213860	0.3822349	0.3044843	0.5787901	1.0526336	0.3271202	0.8938421	0.6275044
500	0.0409961	0.1270478	0.7482468	0.4876503	0.3032311	0.5841191	0.9616026	0.2974248	0.8403563	0.6717767
550	0.0723704	0.2927738	0.7688317	0.5855624	0.3009930	0.5730996	1.0378416	0.4622883	0.6755672	0.8502018
600	0.1444500	0.4823621	0.7191599	0.7299801	0.3184115	0.5161904	1.0185703	0.6123028	0.5609060	0.8688943
650	0.1902464	0.4972035	0.6619499	0.8682518	0.3404900	0.5980862	1.0100324	0.6945848	0.5637721	0.9567542
700	0.2294623	0.6688955	0.5926432	1.0049300	0.3274617	0.6000396	1.0277775	0.7750615	0.5652106	1.0769319
750	0.4090860	0.7402209	0.4463944	0.9508936	0.3245449	0.5248981	1.0674606	0.6653031	0.5956162	1.0040598
800	0.4895807	0.8827859	0.4943215	0.9172413	0.4219042	0.5658251	1.0831297	0.7182417	0.6334855	1.0555861
850	0.5657638	0.8746567	0.4724895	0.8408548	0.4155108	0.6902805	0.9761889	0.7320674	0.6096668	1.0942159
900	0.5219513	0.8439150	0.5044064	0.8782192	0.3888816	0.5419061	1.0338476	0.8109054	0.5733703	1.1078964
950	0.4488855	0.7025699	0.5167383	0.8140014	0.3562492	0.4375399	0.9058186	0.7562925	0.5832416	1.0735168
1000	0.4952004	0.7938087	0.5298050	0.8334385	0.3054339	0.4849777	1.0177562	0.7130559	0.6032045	1.0667585

0	0.5860379	0.9124865	0.4705237	0.9798343	0.3315156	0.4929726	1.0638138	0.8127660	0.6431063	0.9580917
50	0.6076694	0.8259770	0.4875663	1.0966492	0.3005570	0.4946089	0.9564972	0.8579176	0.5678566	0.9295670
100	0.5744491	0.7785318	0.4095595	0.9661586	0.3357635	0.5476402	1.0186748	0.7434575	0.5239387	1.0119840
150	0.6285607	0.7714786	0.3785113	1.0038033	0.3663718	0.5522287	1.0160840	0.7200092	0.5800562	0.9118133
200	0.6595549	0.9216989	0.4341841	0.9272167	0.3619721	0.5319006	1.0393994	0.5664430	0.5797989	1.0464582
250	0.6113027	0.7690430	0.4238954	0.9439196	0.3392001	0.5658148	1.0188445	0.5716832	0.6076364	1.0300123
300	0.5463651	0.8650492	0.4232613	0.9373618	0.3528443	0.5024191	0.9078129	0.6362215	0.5435622	0.9956566
350	0.5503872	0.7360279	0.4313417	0.8492443	0.3302729	0.5530670	0.8712084	0.6175926	0.5372342	1.1050015
400	0.5906390	0.7323318	0.4730513	0.8601574	0.3308222	0.4527901	0.9309653	0.6121197	0.5836208	1.0669976
