YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C
0.0000003	0.8252012	0.2705565	0.1492657	0.1482305	0.3272796	0.2962369	0.6715680	0.8625694	1.0000000
0.9999999	0.0000009	0.2706425	0.1492035	0.1481413	0.3272136	0.4562558	0.3687966	0.8625694	1.0000000
0.4715427	1.0000000	0.0000002	0.3122619	0.2408349	0.3912805	0.3183832	0.6130755	0.8625694	1.0000000
0.4964595	0.9808284	0.1429871	0.0000000	0.1930317	0.3606335	0.3223741	0.6039528	0.8625694	1.0000000
0.5288365	0.9564713	0.1791195	0.0843800	0.0000000	0.3511819	0.3276487	0.5913214	0.8625694	1.0000000
0.5296004	0.9559061	0.1797640	0.0850258	0.0316436	0.0000000	0.3277835	0.5910049	0.8625694	1.0000000
0.7067075	0.8244424	0.2706284	0.1491135	0.1480578	0.3271698	0.0000022	0.5090053	0.8625694	1.0000000
0.7067075	0.8244424	0.2706284	0.1491135	0.1480578	0.3271698	0.9998859	0.0000048	0.8625694	1.0000000
0.9999988	0.0694676	0.9430565	0.9102255	0.7184316	0.6814380	0.3244082	0.5979630	0.0000000	1.0000000
0.9999988	0.0694822	0.9429636	0.9099936	0.7182798	0.6814430	0.3308611	0.5830325	0.0279315	0.0000000
