YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C
0.3160157	0.1320359	0.9948006	0.1707162	0.4339577	1.0148488	0.0307008	0.6271976	0.2039275	0.0446142
0.9371927	0.0897088	1.0273409	0.3951674	0.4996535	1.0573567	0.0846684	0.7217338	0.1130045	0.0338237
0.2856175	0.6045421	0.5195891	0.0764433	0.5280689	1.0809725	0.0150973	0.6241747	0.1571208	0.0555558
0.6834792	0.1977795	1.0915837	0.1528996	0.5038204	0.9956333	0.0252261	0.7284975	0.1677217	0.0477806
0.7503978	0.1683574	0.9874910	0.2705448	0.3273420	0.9912790	0.0353853	0.7282477	0.1237068	0.0438534
0.6582042	0.1734669	1.0463680	0.2692978	0.3989356	0.5318222	0.0199967	0.7298007	0.1165117	0.0539604
0.6392242	0.1642838	0.9861229	0.3290670	0.5385245	1.0133280	0.0104314	0.6458905	0.1486564	0.0495506
0.6905584	0.2082087	0.9697308	0.2943850	0.4762324	1.0701621	0.0231094	0.3317133	0.1691255	0.0724834
0.6688517	0.1145765	1.0158632	0.4340395	0.5017232	1.0343903	0.0134867	0.6374472	0.1040263	0.0595183
0.7168412	0.1077758	1.1714438	0.3625467	0.5523209	1.0696681	0.0346026	0.6690702	0.1356305	0.0335532
