YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C
0.03901093144852408	0.0	0.0	-0.5330662825144827	0.0	0.0	-0.9297503400593996	0.0	0.0	0.0
0.0	0.0	0.0	-0.8045360331889242	0.0	0.0	0.0	-0.8044847473502159	0.0	0.0
0.20058593660544344	0.0	-0.661084194900468	-0.7553814018610865	0.0	0.0	0.0	-0.13882060861214995	0.529680742511288	0.5002432798614549
0.0	0.16095262371084423	0.0	0.0	0.0	0.0	-0.194789148401469	0.0	0.0	0.0
0.0	-0.029457253393840477	0.0	0.0	0.0	0.0	0.0	0.0	0.5086323531360782	0.6326380840150463
0.0	0.0	0.0	0.0	-0.004263366965980092	0.0	-0.66434934316203	0.0	0.0	0.0
0.0	0.0	0.0	-0.48708403343334794	0.8688044413715296	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	-0.11770483036525548	0.0	0.0	0.0	0.0	0.0	0.0
0.5717967813270886	0.0	-0.2424200475215912	0.0	0.0	0.0	0.0	0.0	0.0	0.6639691540153521
0.0	0.0	-0.7195012043230236	0.0	0.0	0.0	0.0	-0.8778586527332664	0.0	0.0
