YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W
0.7215275	0.4602184	0.9918318	0.8618686	0.5731098	0.4821966	0.3877631	0.6368163	0.5714138	0.9047736
0.7055369	0.4846722	0.9698994	0.6117191	0.3843295	0.6482030	0.3571670	0.6143261	0.5972640	1.0000000
0.8623590	0.2563465	0.9855473	0.8562846	0.7212657	0.1457015	0.9808829	0.2598680	0.7884095	0.7535848
0.6952228	0.5010773	0.9555470	0.8574385	0.6621868	0.2554907	0.5138073	0.5809800	0.6639892	1.0000000
0.7686691	0.3899195	0.9579005	0.7071256	0.3783574	0.7441042	0.2944851	0.5625365	0.5972640	1.0000000
0.5333909	0.4384284	0.9839700	0.8865354	0.6666828	0.1818996	0.8162393	0.4720632	0.6084553	0.9260513
0.5588477	0.5063259	0.9511819	0.8642844	0.8832881	0.1375452	0.9983131	0.1829489	0.7937163	0.9755148
0.7087793	0.3714595	0.9837565	0.8603328	0.7134819	0.5001555	0.4467889	0.6095482	0.5393423	0.8014655
0.5361426	0.3153839	0.9719281	0.7450335	0.4914510	0.2699207	0.5641994	0.5949277	0.6521533	1.0000000
0.7185115	0.4648174	0.9876367	0.9216460	0.8360022	0.1947944	0.7422477	0.4737916	0.5337330	0.7848419
