"Time"	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W

0	0.6853174	0.0540591	0.1012157	0.2606710	0.7014388	0.0133039	0.3513861	0.7347906	0.1285984	0.4298435
50	0.8207926	0.0702789	0.1680360	0.2900451	0.5229221	0.0200161	0.3476261	0.6818512	0.0428588	0.4377372
100	0.6800506	0.1018830	0.1044944	0.2017378	0.4115135	0.0175318	0.3396471	0.7101281	0.0795592	0.5486524
150	0.6677697	0.0857882	0.0665196	0.2902025	0.3777033	0.0182267	0.3286524	0.7427495	0.0665111	0.5954305
200	0.7260421	0.0954184	0.0612408	0.2326027	0.2893640	0.0108254	0.2545474	0.9499265	0.0454851	0.4637201
250	0.6572419	0.1094970	0.0970391	0.2717704	0.3421274	0.0190017	0.2724321	0.8272165	0.0693213	0.5205692
300	0.5778222	0.0859882	0.0772405	0.3506810	0.2265017	0.0140700	0.3582474	0.6644917	0.0454227	0.4381905
350	0.7222389	0.1007093	0.0570767	0.4007358	0.3385564	0.0098967	0.3162547	0.8417490	0.0647801	0.4561493
400	0.5955795	0.1241052	0.0892198	0.3055949	0.3039825	0.0220949	0.3685493	0.7553715	0.0911376	0.5506033
450	0.6181598	0.0828203	0.0637409	0.3819141	0.3264568	0.0264204	0.3412623	0.8605652	0.0736167	0.4004771
500	0.6992799	0.1076283	0.1419870	0.3756182	0.4177762	0.0574266	0.3188816	0.7045297	0.1113630	0.5033039
550	0.6679336	0.0736417	0.1144118	0.4446602	0.5216672	0.0194299	0.3521434	0.6565806	0.0847049	0.4647878
600	0.7584358	0.0727486	0.0616521	0.3168584	0.7553650	0.0448057	0.2996865	0.6012985	0.0679522	0.4972886
650	0.6779645	0.1001888	0.0577714	0.3880507	0.7858789	0.0354694	0.2943104	0.7196390	0.0272489	0.4942354
700	0.7038670	0.0767266	0.0610624	0.2014136	0.6642891	0.0367582	0.3015076	0.8468568	0.0741946	0.5475154
750	0.8341589	0.0638612	0.0653006	0.2517976	0.7018958	0.0297926	0.3519668	0.8401763	0.0682131	0.4219785
800	0.6590509	0.0630938	0.1414417	0.3212518	0.7833872	0.0352292	0.4423953	0.7292521	0.0533079	0.5169926
850	0.7244617	0.1286433	0.0899664	0.1904734	0.7599369	0.0131222	0.4046562	0.6984585	0.0546169	0.6229355
900	0.6650350	0.0940103	0.1994741	0.2857576	0.5985308	0.0349202	0.4021730	0.6962288	0.0879120	0.6730222
950	0.7608564	0.1463425	0.0963424	0.2615547	0.6785754	0.0096289	0.3174911	0.7799072	0.0793853	0.4834722
1000	0.7517198	0.0808389	0.0856888	0.2175040	0.6904942	0.0227475	0.4201686	0.7044490	0.0443049	0.5341744

0	0.6563030	0.0664321	0.1330182	0.2553170	0.8701741	0.0271127	0.2949898	0.6504558	0.0475309	0.5352850
50	0.6789861	0.0688554	0.2450634	0.1807464	0.8822859	0.0235914	0.3456612	0.7760175	0.0793514	0.5068540
100	0.5967511	0.1031690	0.4089142	0.1806099	0.7601055	0.0170698	0.3210409	0.8576858	0.0773643	0.5837643
150	0.6090298	0.1527602	0.5203734	0.0567350	0.7055464	0.0045968	0.4389034	0.8028399	0.0742643	0.4086757
200	0.5174262	0.2781219	0.6813093	0.0733382	0.8033394	0.0071279	0.3129819	0.7870547	0.0591558	0.4624572
250	0.5381086	0.3292543	0.5798222	0.0304685	0.7198758	0.0055872	0.3493998	0.7942875	0.1062438	0.4081809
300	0.3884602	0.3823240	0.7955958	0.0576143	0.9489153	0.0020438	0.3548396	0.7398136	0.0450101	0.5067325
350	0.3481385	0.3865804	0.6804325	0.0356844	0.7624449	0.0062821	0.3759153	0.7270508	0.0488771	0.4831685
400	0.3353905	0.3959500	0.8236759	0.0461733	0.8699021	0.0035163	0.4123245	0.7564614	0.1061000	0.5797170
450	0.2871419	0.3630502	0.7222892	0.0689333	0.7481533	0.0044066	0.4089301	0.7917866	0.0321670	0.4740661
500	0.4276878	0.4619831	0.8396205	0.0425507	0.7996602	0.0062144	0.5160766	0.7672472	0.0612856	0.5413973
550	0.4446279	0.3748440	0.7180040	0.0873306	0.7702664	0.0000000	0.4824956	0.7806596	0.0428484	0.6336616
600	0.5536130	0.3288022	0.8310001	0.1243363	0.6788655	0.0030027	0.4345000	0.6552435	0.0770223	0.6888900
650	0.4153310	0.3922015	0.5371295	0.1732862	0.7002983	0.0053639	0.4197376	0.7329662	0.0658877	0.6195134
700	0.6574464	0.3117815	0.4194160	0.1912962	0.6289483	0.0015828	0.4192770	0.7456442	0.0443930	0.5807863
750	0.6429265	0.2921467	0.2808356	0.2054320	1.0113115	0.0026511	0.3230434	0.7392674	0.0657202	0.5739394
800	0.7270945	0.1854828	0.1636307	0.2786020	0.8380281	0.0093418	0.3152626	0.7627931	0.0814857	0.5243510
850	0.7882473	0.1612876	0.1084218	0.2259020	0.7594478	0.0244006	0.3395594	0.6277280	0.0601620	0.5235047
900	0.5901988	0.0920441	0.1515393	0.1574578	0.7034886	0.0194130	0.3329337	0.7286294	0.0415128	0.5590720
950	0.7006848	0.0843245	0.1561035	0.2201157	0.8285888	0.0358782	0.2728633	0.6209692	0.0488733	0.5344742
1000	0.7022552	0.0747639	0.1453136	0.1992369	0.6982851	0.0048107	0.2782779	0.9003658	0.0324029	0.4432716

0	0.7554846	0.0745559	0.1471156	0.1848750	0.8395071	0.0319589	0.3184321	0.7862019	0.0954274	0.4335198
50	0.6581561	0.1633789	0.1346172	0.3464758	0.5243579	0.0105196	0.2629344	0.6311802	0.0752353	0.5068917
100	0.5701747	0.2036691	0.0822476	0.2004488	0.4754264	0.0044374	0.3566562	0.7020402	0.0204029	0.4964573
150	0.6111750	0.4053713	0.0932867	0.2415979	0.2973390	0.0112770	0.2814123	0.6423640	0.1052432	0.3987857
