YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C
0.2439478	1.0000000	0.5251790	0.6491743	0.3778538	0.6416527	0.5691120	0.3237165	0.6286724	1.0000000
0.8734028	0.5000000	0.4851095	0.8942649	0.2335904	0.4306896	0.6432804	0.3376957	0.5870138	1.0000000
0.4878955	1.0000000	0.2263613	0.7461135	0.2828916	0.5006973	0.6153633	0.3323609	0.6024136	1.0000000
0.4878955	1.0000000	0.6246637	0.4119941	0.2828963	0.5007011	0.6153588	0.3323602	0.6024150	1.0000000
0.4878955	1.0000000	0.2773167	0.9959228	0.1196590	0.4385562	0.7301648	0.3370141	0.5888897	1.0000000
0.4878955	1.0000000	0.2757051	0.9989264	0.0925792	0.2177020	0.7354813	0.3603653	0.5274690	1.0000000
0.4878955	1.0000000	0.5019916	0.6827706	0.3399740	0.5837978	0.2932405	0.3269649	0.6186066	1.0000000
0.4878955	1.0000000	0.3459014	0.8855668	0.2345166	0.4319766	0.7411497	0.1687939	0.5873183	1.0000000
0.4878955	1.0000000	0.4747623	0.7178781	0.3144597	0.5463306	0.5012429	0.4877449	0.3057736	1.0000000
0.4878955	1.0000000	0.4555007	0.7422652	0.3003955	0.5259820	0.5579531	0.4071282	0.4282473	0.5000003
