YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W
0.0000001	0.0390191	0.2294110	0.3935479	0.9775093	0.3371484	0.9332637	0.9659528	1.0000000	0.0436769
0.5327666	0.0000024	0.2294110	0.3935479	0.9775093	0.3371484	0.9332637	0.9659528	1.0000000	0.0436769
0.5274705	0.0388516	0.0000002	0.3935479	0.9775093	0.3371484	0.9332637	0.9659528	1.0000000	0.0436769
0.5326857	0.8232616	0.9999999	0.0000000	0.9775093	0.3371484	0.9332637	0.9659528	1.0000000	0.0436769
0.5296941	0.0389414	0.2093688	0.9999992	0.0000020	0.9867847	0.9332637	0.9659528	1.0000000	0.9999422
0.5300523	0.0390241	0.2304838	0.3865103	0.9999993	0.0000010	0.9332637	0.9659528	1.0000000	0.0436627
0.9969022	0.0390243	0.2304864	0.3865096	0.9999993	0.0325549	0.0000002	0.9659528	1.0000000	0.0436627
0.9969018	0.0390243	0.2304865	0.3865095	0.9999993	0.0325563	0.0040900	0.0000000	1.0000000	0.0436627
0.9969011	0.0390242	0.2304861	0.3865096	0.9999992	0.0325570	0.0046025	0.0833741	0.0000005	0.0436627
0.5300353	0.0390191	0.2294111	0.3935479	0.9775094	0.3371483	0.9332637	0.9659528	1.0000000	0.0000006
