YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W
0.0000000	0.3312930	0.4347769	0.5203389	0.6097388	0.1315802	0.2851639	0.0610701	0.0226053	0.6962895
0.3393735	0.0000000	0.0233026	0.1982937	0.7228785	0.0300068	0.0291933	0.0320972	0.0534378	0.7041037
0.1614407	0.7484878	0.0000000	0.3148249	0.6097113	0.1026022	0.0082855	0.0386795	0.0577679	0.7918380
0.2123115	0.7252285	0.0190845	0.0000000	0.6140461	0.1463609	0.0373575	0.0684020	0.0318249	0.7637785
0.2730974	0.2686370	0.3546789	0.4526270	0.0000000	0.0753330	0.2723322	0.0813356	0.0701276	1.0586677
0.0903208	0.2371134	0.3263553	0.4416266	0.8179247	0.0000000	0.1869797	0.0505052	0.0591897	0.8349967
0.1832644	0.7539445	0.0814867	0.4003407	0.5979576	0.1210490	0.0000000	0.0457405	0.0480037	0.9540493
0.2486711	0.4607812	0.1806298	0.3402297	0.6629882	0.1087072	0.2126293	0.0000000	0.0416246	0.8220879
0.1496624	0.5685729	0.0699258	0.1968522	0.6120856	0.1195225	0.0758908	0.0578694	0.0000000	0.9522991
0.2965629	0.6566904	0.0512083	0.2998437	0.1677107	0.6949377	0.0244607	0.5821655	0.7321905	0.0000000
