YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C
0.0	0.0	0.19408431778643515	0.0	0.0	0.0	-0.3500741571187973	0.5130814211254505	0.0	0.0
0.0	0.0	0.5892038989251502	-0.8572938377037644	0.0	0.0	0.0	0.0	0.0	0.0
0.429144954568616	0.0	0.0	-0.16758525418117642	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.28468454593918074	0.0	-0.7487863921560347	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.5134040582035749	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.3827168479466834	0.0	0.0	0.0	0.0	0.8615124660821197	0.0	-0.728199809556827
0.0	0.5401160953299586	0.0	0.0	0.0	0.0	-0.9577030104119331	0.0	-0.18061364954337478	0.0
0.0	0.03848665824285495	0.4262278328089067	0.0	0.0	0.0	-0.2817653527017683	0.0	0.0	0.0
0.0	0.0	0.7224191512351879	-0.1757531187031418	0.0	0.0	0.0	0.0	0.0	-0.6337870222050697
0.0	0.0	0.0	0.0	0.0	0.0	-0.19866124354302883	0.0	0.0	0.0
