YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C
0.0	0.0	0.0	-0.41319575160741806	0.0	0.0	0.0	0.0	-0.899815562646836	0.0
0.0	-0.3941754880361259	0.0	-0.35178095125593245	0.0	0.0	0.3591435509952987	0.0	0.0	0.0
0.0	-0.15695795905776322	0.0	0.0	0.0	0.21322426715855153	0.0	0.0	-0.633781551849097	0.0
0.0	0.0	0.0	0.0	0.9521796776119236	0.0	0.0	0.0	0.0	0.0
-0.42675801855511963	0.0	0.0	0.0	0.0	0.0	0.37206907735534855	0.0	0.0	0.0
0.0	0.0	-0.6544201371725649	0.0	0.0	0.022984049087284526	0.0	0.0	0.0	-0.8691701325587928
0.0	0.0	-0.939988462254405	0.0	0.0	0.0	0.0	0.0	-0.7615397977642715	-0.3226470442023128
0.0	0.0	0.0	0.0	0.0	0.0	0.23065577775568616	0.09413798686075178	0.0	-0.9660641723312438
0.0	0.0	-0.659625168191269	0.0	0.5659112637534354	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	-0.6610715978313237	0.5252016897450749	0.5123528887423561	0.0	0.1751717354353067	-0.03267006669193506	0.0
