YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W
0.4664896	0.9963322	0.3504027	0.0644590	0.9968338	0.8440578	0.6038739	0.6378185	0.6081243	0.0692922
0.7472575	0.4982037	0.3504027	0.0644590	0.9968341	0.8440543	0.6038785	0.6378254	0.6081155	0.0692922
0.9325575	0.9963478	0.1752001	0.0644584	0.9980793	0.9533279	0.5177377	0.5264209	0.7471797	0.0692808
0.9325580	0.9963513	0.1128979	0.0322292	0.9983127	0.9819108	0.4631492	0.4626897	0.8385360	0.0692784
0.9266789	0.9566089	0.3578223	0.0654150	0.4984118	0.8415222	0.6056031	0.6403596	0.6047681	0.1009855
0.9324639	0.9955914	0.3505733	0.0644851	0.9446480	0.4220459	0.6039025	0.6378627	0.6080494	0.0698390
0.9325576	0.9963512	0.3503987	0.0644583	0.9984196	0.9993958	0.3020866	0.6378303	0.6081103	0.0692780
0.9325573	0.9963477	0.3503993	0.0644584	0.9981319	0.9611611	0.5065219	0.3189276	0.6081102	0.0692807
0.9325059	0.9959271	0.3504965	0.0644734	0.9660361	0.4751286	0.7567723	0.8942516	0.3040381	0.0695915
0.9325555	0.9963322	0.3504027	0.0644590	0.9968339	0.8440684	0.6038678	0.6378098	0.6081344	0.0346545
