YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W
0.0000000	0.3083486	0.4504279	0.5698289	0.3009611	0.3761098	1.0000000	0.7566012	0.7238612	1.0000000
0.0054221	0.0000000	0.4504778	0.5698277	0.3009611	0.3761098	1.0000000	0.7558238	0.7234758	1.0000000
0.0060267	0.0166624	0.0000000	0.5698275	0.3009611	0.3761098	1.0000000	0.7557205	0.7233891	1.0000000
0.8101632	0.6890367	0.9999998	0.0000001	0.3009611	0.3761098	1.0000000	0.0883390	0.6538247	1.0000000
0.1217601	0.1592757	0.2884468	0.9934991	0.0000000	0.3761098	1.0000000	0.9957283	0.5453911	1.0000000
0.1234397	0.1598050	0.2888380	0.9925808	0.0464749	0.0000000	1.0000000	0.9947292	0.5448481	1.0000000
0.8076284	0.6842117	0.9890847	0.0213381	0.6808467	1.0000000	0.0000000	0.0034088	0.6546393	1.0000000
0.7153745	0.5511511	0.7474889	0.2257552	0.3009611	0.3761098	1.0000000	0.0000005	0.6826067	1.0000000
0.7153473	0.5511354	0.7474735	0.2257626	0.3009611	0.3761098	1.0000000	0.2926566	0.0000002	1.0000000
0.7153677	0.5511472	0.7474850	0.2257570	0.3009611	0.3761098	1.0000000	0.3279820	0.9745681	0.0000000
