YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W
0.0000015	0.4851350	0.6868906	1.0000000	0.6329985	0.9945937	0.0509772	0.1100146	0.0447180	1.0000000
1.0000000	0.0000000	0.5588041	0.8318660	0.0287609	0.0455851	0.6005186	0.6822058	1.0000000	1.0000000
0.0710868	0.9999998	0.0000000	1.0000000	0.6339329	0.9965356	0.0450885	0.0983177	0.0298415	1.0000000
0.0710920	0.9998476	0.0187833	0.0000000	0.6339345	0.9965366	0.0450885	0.0983186	0.0298429	1.0000000
0.1945054	0.4851350	0.6868905	1.0000000	0.0000000	0.9945937	0.0509772	0.1100146	0.0447180	1.0000000
0.1945054	0.4851350	0.6868905	1.0000000	0.0266017	0.0000001	0.0509772	0.1100146	0.0447180	1.0000000
0.1945054	0.4851350	0.6868906	1.0000000	0.6356475	0.9999986	0.0000006	0.1100146	0.0447180	1.0000000
0.1945054	0.4851350	0.6868906	1.0000000	0.6355174	0.9997307	0.0225585	0.0000027	0.0447180	1.0000000
0.1945054	0.4851350	0.6868906	1.0000000	0.6347624	0.9982235	0.0375833	0.0809543	0.0000001	1.0000000
0.1920402	0.4878298	0.6838650	0.9953257	0.0287609	0.0455852	0.6005185	0.6822058	1.0000000	0.0000000
