YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W
-0.06328265454180902	0.1732967518467421	0.025396125127042476	-0.07837996934151434	-0.0789477635516811	-0.45848242020124647	0.33096418947121764	0.10043498506731398	0.5071976133595626	-0.004820229350504472
-0.23056610247986947	-0.4492786670147253	-0.09662644894065824	0.18182714527157942	0.25744376230788313	-0.13471404363791867	0.3011587500191305	-0.17417443214539466	-0.2416109159944764	0.3144753080844994
-0.09213874179560509	-0.05558850486011872	0.03436724493503783	-0.20647568493770058	-0.43500083517443344	0.29923378072615425	-0.26926363390605756	-0.16344022545287495	0.22944413033926025	0.10837496011643719
0.12077529283092067	-0.03139885467098313	0.25203136255000774	0.511503943636724	-0.3668429500707921	0.04794160430285788	0.27886768973545356	-0.0068701711888545	0.34401566045626375	0.05048212216099828
0.39683363639053393	0.2325344833575427	0.48241244769658603	-0.01523497773623101	0.09078612127780424	-0.48249400430410383	-0.004834070769267421	0.40426329667441413	-0.012826802489640196	-0.3730773502604071
0.3230083712983205	0.21153577379017738	-0.06126596556133198	0.1834206226974173	-0.29731315561412386	-0.24733019357949332	-0.39365842501533355	0.29900889884424964	0.2618986014849479	0.18086001528733706
0.09815160204724085	-0.16376282570763526	0.17842408525853412	-0.05592573179352525	0.2784172769349885	-0.19044642852005655	0.44703753782579175	0.214527250686252	0.49004053555003096	0.3196056689148226
-0.18803133671839412	-0.14245219970625958	0.009042902010106057	0.08897716006154574	0.403092020125689	0.15047861034087534	0.09928913431446938	-0.1013692171054721	-0.18003389719896104	-0.21803454873182737
0.1818634186520406	-0.23752710760172022	0.07198544915143157	0.21348105850082474	0.07535419793646862	-0.04365993057530341	-0.012102413379779279	0.32041993060333074	-0.12891975207248996	0.5237541706841241
0.0634856986581522	0.1827672600463852	-0.09800084303616628	0.3754154714762785	0.17487648440077785	0.3206303631917197	-0.5061507409460995	0.09142653787364344	0.08897766857175479	-0.058482396874269246
