YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W
0.4960825	0.0415833	0.0900404	0.9853812	0.9463432	1.0000000	0.2352299	0.7980532	0.8805180	0.9990177
0.9975363	0.0208017	0.0900404	0.9853812	0.9463432	1.0000000	0.2352300	0.7980526	0.8805180	0.9990177
0.9928424	0.0390435	0.0450277	0.9853812	0.9463432	1.0000000	0.2648604	0.7847498	0.8805180	0.9990177
0.9911735	0.0442727	0.1103721	0.4926914	0.9463432	1.0000000	0.1794864	0.8261737	0.8805180	0.9990177
0.9920554	0.0415916	0.0901331	0.9590778	0.4732192	1.0000000	0.2346985	0.7982067	0.8800096	0.9952532
0.9920573	0.0415840	0.0900479	0.9831524	0.8610457	0.5000322	0.4216856	0.7221311	0.8804858	0.9987822
0.9920575	0.0415833	0.0900404	0.9853812	0.9463432	1.0000000	0.1172640	0.8615685	0.8805180	0.9990177
0.9920575	0.0415833	0.0900404	0.9853812	0.9463432	1.0000000	0.2414378	0.3976286	0.8805180	0.9990177
0.9920575	0.0415833	0.0900404	0.9853812	0.9463432	1.0000000	0.2366921	0.6838288	0.4402616	0.9990177
0.9920575	0.0415833	0.0900404	0.9853812	0.9463432	1.0000000	0.2354316	0.7803838	0.7484824	0.4995267
