YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W
0.0207335	0.9071974	0.9967002	0.0229768	0.2160726	0.4145581	0.5822480	0.0659288	0.9475372	1.0000000
0.2616707	0.4535991	0.9967026	0.0229696	0.2160726	0.4145581	0.5822479	0.0659288	0.9475372	1.0000000
0.1765384	0.5250546	0.4983512	0.0229727	0.2160726	0.4145581	0.6339244	0.0659288	0.9475372	1.0000000
0.0414044	0.9078692	0.9993109	0.0114907	0.2160726	0.4145581	0.5821646	0.0659288	0.9475372	1.0000000
0.0414565	0.9073089	0.9971299	0.0216130	0.1080363	0.4145581	0.5822341	0.0659288	0.9475372	1.0000000
0.1608267	0.9073148	0.9971444	0.0215748	0.0906009	0.2072791	0.5822333	0.0659288	0.9475372	1.0000000
0.0414671	0.9071975	0.9967003	0.0229765	0.2160726	0.4145581	0.2911270	0.0659288	0.9475372	1.0000000
0.1005625	0.9073078	0.9971196	0.0216522	0.1195618	0.2594519	0.5828371	0.0329644	0.9475372	1.0000000
0.0251172	0.9062236	0.9929950	0.0319588	0.3415901	0.6135609	0.5625106	0.1417339	0.4737686	1.0000000
0.0214800	0.9036929	0.9836055	0.0464267	0.4187713	0.7482691	0.3839042	0.2542084	0.3523988	0.5000000
