YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W
0.0000000	0.0531966	0.6730197	0.8649304	0.9682177	0.1040358	0.0860403	0.2932861	0.4872514	0.0285777
0.1066573	0.0000000	0.6064749	0.7673703	0.8857250	0.0759760	0.0584616	0.3209398	0.6199927	0.0115117
0.0633532	0.0412702	0.0000000	0.6865293	0.9033763	0.1374973	0.1138669	0.2530296	0.5788535	0.0045333
0.4340793	0.4461020	0.9807325	0.0000000	1.0150771	0.0530682	0.0628080	0.3273670	0.5905257	0.0027495
0.3853872	0.4141799	1.0018245	0.0046767	0.0000000	0.0305679	0.0646659	0.2980256	0.5797783	0.0154745
0.1252207	0.0553386	0.7161743	0.8499021	0.9524002	0.0000000	0.1116078	0.2525026	0.5658358	0.0286572
0.1509307	0.0444438	0.6720303	0.7889958	0.9373571	0.0638632	0.0000000	0.3378054	0.5593770	0.0109570
0.4840347	0.6344443	1.0030210	0.0164194	0.0626203	0.9025001	1.1402955	0.0000000	0.4626202	0.7119828
0.3566880	0.5128108	1.0321850	0.0083887	0.0789154	1.0535764	1.0038815	0.0317294	0.0000000	0.8165811
0.0822122	0.0298742	0.6505250	0.7399278	0.9371956	0.0918109	0.0332946	0.2962916	0.5392925	0.0000000
