YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C
0.0000006	0.6041981	0.6021579	0.8132408	0.3744160	0.9974043	0.2462889	0.9470847	0.1103989	1.0000000
0.0165837	0.0000015	0.6021429	0.8131931	0.3741855	0.9985434	0.2172101	0.9999999	0.1103989	1.0000000
0.0165843	0.9999953	0.0000001	0.8132839	0.3746436	0.9962654	0.2667475	0.9139556	0.1103989	1.0000000
0.4261336	0.9343526	0.3773608	0.0000007	0.3746260	0.9963514	0.2654350	0.9159778	0.1103989	1.0000000
0.5170831	0.6252652	0.5909378	0.7802707	0.0000000	0.9973258	0.2482444	0.9435842	0.1103989	1.0000000
0.5382515	0.7398539	0.5286619	0.6102720	0.9999995	0.0000003	0.2578400	0.9282033	0.1103989	1.0000000
0.5089168	0.6042572	0.6021222	0.8131301	0.3738904	0.9999997	0.0000000	0.9470770	0.1103989	1.0000000
0.1424961	0.9969971	0.1954155	0.8280236	0.6008658	0.3797463	1.0000000	0.0000000	0.9999993	1.0000000
0.3788118	0.4285770	0.6996602	0.8131925	0.3741851	0.9985440	0.2172095	1.0000000	0.0000000	1.0000000
0.0355525	0.9999283	0.0897351	0.3826378	0.5959959	0.3873303	0.9929025	0.1311120	1.0000000	0.0000000
