YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C
0.3652063	0.2785492	0.4183907	0.7518741	0.7736868	0.1873638	0.9428043	0.4413156	0.7394766	1.0747817
0.6185645	0.0802838	0.4405345	0.7445679	0.7233198	0.1810267	0.9297748	0.5416105	0.8395556	1.0410826
0.7013726	0.2458929	0.2112546	0.6776519	0.7939800	0.2269123	0.9316806	0.4821803	0.7552256	0.9594875
0.6295962	0.3164999	0.1827187	0.3252159	0.7809219	0.1953179	0.9165154	0.3821950	0.7326386	0.8868427
0.9281550	0.8371324	0.5524181	0.9775659	0.3534685	0.1912303	0.7840954	0.5785546	0.8109348	1.0277099
0.4996096	0.1563251	0.2974257	0.5351776	0.9270421	0.1035413	0.9801673	0.4877120	0.7359326	1.0123492
1.0459597	1.0105306	0.5865954	0.8771934	0.0370721	0.5942031	0.3978461	0.5213080	0.6940624	0.9502563
0.5562039	0.1590228	0.2997829	0.5415400	0.9662487	0.1624963	0.9727311	0.2023925	0.8563710	1.0381427
0.6284070	0.2990587	0.4724225	0.6051284	0.8476361	0.1935600	1.0614720	0.1183494	0.4768703	1.0256984
0.5056677	0.1904186	0.3801601	0.5493235	0.8742592	0.1944527	1.0605135	0.0180793	0.2680809	0.4996477
